,fight_card,fight_card_url,fighter1,fighter2,weight_class,winner,method,round
2481,UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,Russell Doane,Marcus Brimage,Bantamweight,Russell Doane,S-DEC,3
2482,UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,Urijah Faber,Alex Caceres,Bantamweight,Urijah Faber,SUBRear Naked Choke,3
2483,UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,Kenny Robertson,Ildemar Alcantara,Welterweight,Kenny Robertson,U-DEC,3
2484,UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,Bruno Santos,Chris Camozzi,Middleweight,Bruno Santos,S-DEC,3
2485,UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,Rob Font,George Roop,Bantamweight,Rob Font,KO/TKOPunch,1
2486,UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,Luke Zachrich,Guilherme Vasconcelos,Middleweight,Luke Zachrich,U-DEC,3
2487,UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,Kevin Casey,Bubba Bush,Middleweight,Kevin Casey,OverturnedElbows,1
2488,UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,Cub Swanson,Jeremy Stephens,Featherweight,Cub Swanson,U-DEC,5
2489,UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,Kelvin Gastelum,Nico Musoke,Welterweight,Kelvin Gastelum,U-DEC,3
2490,UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,Cezar Ferreira,Andrew Craig,Middleweight,Cezar Ferreira,U-DEC,3
2491,UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,Ricardo Lamas,Hacran Dias,Featherweight,Ricardo Lamas,U-DEC,3
2492,UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,Clint Hester,Antonio Braga Neto,Middleweight,Clint Hester,S-DEC,3
2493,UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,Joe Ellenberger,James Moontasri,Lightweight,Joe Ellenberger,S-DEC,3
2494,UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,Diego Ferreira,Colton Smith,Lightweight,Diego Ferreira,SUBRear Naked Choke,1
2495,UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,Cody Gibson,Johnny Bedford,Bantamweight,Cody Gibson,KO/TKOPunch,1
2496,UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,Marcelo Guimaraes,Andy Enz,Middleweight,Marcelo Guimaraes,S-DEC,3
2497,UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,Ray Borg,Shane Howell,Flyweight,Ray Borg,SUBRear Naked Choke,1
2498,UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,Aleksei Oleinik,Anthony Hamilton,Heavyweight,Aleksei Oleinik,SUBNeck Crank,1
2499,UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,Nate Marquardt,James Te Huna,Middleweight,Nate Marquardt,SUBArmbar,1
2500,UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,Jared Rosholt,Soa Palelei,Heavyweight,Jared Rosholt,U-DEC,3
2501,UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,Charles Oliveira,Hatsu Hioki,Featherweight,Charles Oliveira,SUBAnaconda Choke,2
2502,UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,Robert Whittaker,Mike Rhodes,Welterweight,Robert Whittaker,U-DEC,3
2503,UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,Jake Matthews,Dashon Johnson,Lightweight,Jake Matthews,SUBTriangle Choke,3
2504,UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,Richie Vaculik,Roldan Sangcha-an,Flyweight,Richie Vaculik,U-DEC,3
2505,UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,Vik Grujic,Chris Indich,Welterweight,Vik Grujic,KO/TKOPunch,1
2506,UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,Neil Magny,Rodrigo de Lima,Welterweight,Neil Magny,KO/TKOPunch,2
2507,UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,Dan Hooker,Ian Entwistle,Featherweight,Dan Hooker,KO/TKOElbows,1
2508,UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,Gian Villante,Sean O'Connell,Light Heavyweight,Gian Villante,S-DEC,3
2509,UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,Demetrious Johnson,Ali Bagautinov,Flyweight,Demetrious Johnson,U-DEC,5
2510,UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,Rory MacDonald,Tyron Woodley,Welterweight,Rory MacDonald,U-DEC,3
2511,UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,Ryan Bader,Rafael Feijao,Light Heavyweight,Ryan Bader,U-DEC,3
2512,UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,Andrei Arlovski,Brendan Schaub,Heavyweight,Andrei Arlovski,S-DEC,3
2513,UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,Ovince Saint Preux,Ryan Jimmo,Light Heavyweight,Ovince Saint Preux,KO/TKO,2
2514,UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,Kiichi Kunimoto,Daniel Sarafian,Welterweight,Kiichi Kunimoto,SUBRear Naked Choke,1
2515,UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,Valerie Letourneau,Elizabeth Phillips,Women's Bantamweight,Valerie Letourneau,S-DEC,3
2516,UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,Yves Jabouin,Mike Easton,Bantamweight,Yves Jabouin,U-DEC,3
2517,UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,Tae Hyun Bang,Kajan Johnson,Lightweight,Tae Hyun Bang,KO/TKOPunch,3
2518,UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,Michinori Tanaka,Roland Delorme,Bantamweight,Michinori Tanaka,U-DEC,3
2519,UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,Jason Saggo,Josh Shockley,Lightweight,Jason Saggo,KO/TKOPunches,1
2520,UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,Benson Henderson,Rustam Khabilov,Lightweight,Benson Henderson,SUBRear Naked Choke,4
2521,UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,Diego Sanchez,Ross Pearson,Lightweight,Diego Sanchez,S-DEC,3
2522,UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,John Dodson,John Moraga,Flyweight,John Dodson,KO/TKO,2
2523,UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,Rafael Dos Anjos,Jason High,Lightweight,Rafael Dos Anjos,KO/TKOPunch,2
2524,UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,Piotr Hallmann,Yves Edwards,Lightweight,Piotr Hallmann,SUBRear Naked Choke,3
2525,UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,Bryan Caraway,Erik Perez,Bantamweight,Bryan Caraway,SUBRear Naked Choke,2
2526,UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,Sergio Pettis,Yaotzin Meza,Bantamweight,Sergio Pettis,U-DEC,3
2527,UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,Lance Benoist,Bobby Voelker,Welterweight,Lance Benoist,U-DEC,3
2528,UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,Scott Jorgensen,Danny Martinez,Flyweight,Scott Jorgensen,U-DEC,3
2529,UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,Jon Tuck,Jake Lindsey,Lightweight,Jon Tuck,KO/TKOKick,3
2530,UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,Patrick Cummins,Roger Narvaez,Light Heavyweight,Patrick Cummins,KO/TKOPunches,2
2531,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Stipe Miocic,Fabio Maldonado,Heavyweight,Stipe Miocic,KO/TKOPunch,1
2532,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Antonio Carlos Junior,Vitor Miranda,Heavyweight,Antonio Carlos Junior,U-DEC,3
2533,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Warlley Alves,Marcio Alexandre Junior,Middleweight,Warlley Alves,SUBGuillotine Choke,3
2534,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Demian Maia,Alexander Yakovlev,Welterweight,Demian Maia,U-DEC,3
2535,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Robert Peralta,Rony Jason,Featherweight,Robert Peralta,S-DEC,3
2536,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Rashid Magomedov,Rodrigo Damm,Lightweight,Rashid Magomedov,U-DEC,3
2537,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Elias Silverio,Ernest Chavez,Lightweight,Elias Silverio,SUBRear Naked Choke,3
2538,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Gasan Umalatov,Paulo Thiago,Welterweight,Gasan Umalatov,U-DEC,3
2539,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Kevin Souza,Mark Eddiva,Featherweight,Kevin Souza,KO/TKOPunches,2
2540,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Ricardo Abreu,Wagner Silva,Middleweight,Ricardo Abreu,SUBRear Naked Choke,2
2541,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Marcos Rogerio de Lima,Richardson Moreira,Heavyweight,Marcos Rogerio de Lima,KO/TKOPunch,1
2542,TUF Brazil Finale: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,Pedro Munhoz,Matt Hobar,Bantamweight,Pedro Munhoz,KO/TKOPunches,1
2543,UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,Gegard Mousasi,Mark Munoz,Middleweight,Gegard Mousasi,SUBRear Naked Choke,1
2544,UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,CB Dollaway,Francis Carmont,Middleweight,CB Dollaway,U-DEC,3
2545,UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,Sean Strickland,Luke Barnatt,Middleweight,Sean Strickland,S-DEC,3
2546,UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,Niklas Backstrom,Tom Niinimaki,Featherweight,Niklas Backstrom,SUBRear Naked Choke,1
2547,UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,Nick Hein,Drew Dober,Lightweight,Nick Hein,U-DEC,3
2548,UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,Magnus Cedenblad,Krzysztof Jotko,Middleweight,Magnus Cedenblad,SUBGuillotine Choke,2
2549,UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,Iuri Alcantara,Vaughan Lee,Bantamweight,Iuri Alcantara,KO/TKOPunch,1
2550,UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,Peter Sobotta,Pawel Pawlak,Welterweight,Peter Sobotta,U-DEC,3
2551,UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,Maximo Blanco,Andy Ogle,Featherweight,Maximo Blanco,U-DEC,3
2552,UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,Ruslan Magomedov,Viktor Pesta,Heavyweight,Ruslan Magomedov,U-DEC,3
2553,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,TJ Dillashaw,Renan Barao,Bantamweight,TJ Dillashaw,KO/TKOPunches,5
2554,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,Daniel Cormier,Dan Henderson,Light Heavyweight,Daniel Cormier,SUBRear Naked Choke,3
2555,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,Robbie Lawler,Jake Ellenberger,Welterweight,Robbie Lawler,KO/TKOKnee,3
2556,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,Takeya Mizugaki,Francisco Rivera,Bantamweight,Takeya Mizugaki,U-DEC,3
2557,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,James Krause,Jamie Varner,Lightweight,James Krause,KO/TKO,1
2558,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,Michael Chiesa,Francisco Trinaldo,Lightweight,Michael Chiesa,U-DEC,3
2559,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,Tony Ferguson,Katsunori Kikuno,Lightweight,Tony Ferguson,KO/TKOPunch,1
2560,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,Chris Holdsworth,Chico Camus,Bantamweight,Chris Holdsworth,U-DEC,3
2561,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,Mitch Clarke,Al Iaquinta,Lightweight,Mitch Clarke,SUBD'Arce Choke,2
2562,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,Vinc Pichel,Anthony Njokuani,Lightweight,Vinc Pichel,U-DEC,3
2563,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,Sam Sicilia,Aaron Phillips,Featherweight,Sam Sicilia,U-DEC,3
2564,UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,Li Jingliang,David Michaud,Welterweight,Li Jingliang,S-DEC,3
2565,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Matt Brown,Erick Silva,Welterweight,Matt Brown,KO/TKOPunches,3
2566,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Costas Philippou,Lorenz Larkin,Middleweight,Costas Philippou,KO/TKOPunch,1
2567,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Daron Cruickshank,Erik Koch,Lightweight,Daron Cruickshank,KO/TKOKick,1
2568,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Neil Magny,Tim Means,Welterweight,Neil Magny,U-DEC,3
2569,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Soa Palelei,Ruan Potts,Heavyweight,Soa Palelei,KO/TKOPunch,1
2570,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Chris Cariaso,Louis Smolka,Flyweight,Chris Cariaso,S-DEC,3
2571,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Ed Herman,Rafael Natal,Middleweight,Ed Herman,U-DEC,3
2572,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Kyoji Horiguchi,Darrell Montague,Flyweight,Kyoji Horiguchi,U-DEC,3
2573,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Zak Cummings,Yan Cabral,Welterweight,Zak Cummings,U-DEC,3
2574,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Johnny Eduardo,Eddie Wineland,Bantamweight,Johnny Eduardo,KO/TKOPunch,1
2575,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Nik Lentz,Manvel Gamburyan,Featherweight,Nik Lentz,U-DEC,3
2576,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Justin Salas,Ben Wall,Lightweight,Justin Salas,KO/TKOPunch,1
2577,UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,Albert Tumenov,Anthony Lapsley,Welterweight,Albert Tumenov,KO/TKOPunch,1
2578,UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,Jon Jones,Glover Teixeira,Light Heavyweight,Jon Jones,U-DEC,5
2579,UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,Anthony Johnson,Phil Davis,Light Heavyweight,Anthony Johnson,U-DEC,3
2580,UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,Luke Rockhold,Tim Boetsch,Middleweight,Luke Rockhold,SUBKimura,1
2581,UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,Jim Miller,Yancy Medeiros,Lightweight,Jim Miller,SUBGuillotine Choke,1
2582,UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,Max Holloway,Andre Fili,Featherweight,Max Holloway,SUBGuillotine Choke,3
2583,UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,Joseph Benavidez,Tim Elliott,Flyweight,Joseph Benavidez,SUBGuillotine Choke,1
2584,UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,Takanori Gomi,Isaac Vallie-Flagg,Lightweight,Takanori Gomi,U-DEC,3
2585,UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,Bethe Correia,Jessamyn Duke,Women's Bantamweight,Bethe Correia,U-DEC,3
2586,UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,Danny Castillo,Charlie Brenneman,Lightweight,Danny Castillo,KO/TKOPunch,2
2587,UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,Chris Beal,Patrick Williams,Bantamweight,Chris Beal,KO/TKOFlying Knee,2
2588,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Fabricio Werdum,Travis Browne,Heavyweight,Fabricio Werdum,U-DEC,5
2589,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Miesha Tate,Liz Carmouche,Women's Bantamweight,Miesha Tate,U-DEC,3
2590,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Donald Cerrone,Edson Barboza,Lightweight,Donald Cerrone,SUBRear Naked Choke,1
2591,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Yoel Romero,Brad Tavares,Middleweight,Yoel Romero,U-DEC,3
2592,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Khabib Nurmagomedov,Rafael Dos Anjos,Lightweight,Khabib Nurmagomedov,U-DEC,3
2593,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Thiago Alves,Seth Baczynski,Welterweight,Thiago Alves,U-DEC,3
2594,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Jorge Masvidal,Pat Healy,Lightweight,Jorge Masvidal,U-DEC,3
2595,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Alex White,Estevan Payan,Featherweight,Alex White,KO/TKOPunch,1
2596,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Caio Magalhaes,Luke Zachrich,Middleweight,Caio Magalhaes,KO/TKOPunch,1
2597,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Jordan Mein,Hernani Perpetuo,Welterweight,Jordan Mein,S-DEC,3
2598,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Dustin Ortiz,Ray Borg,Flyweight,Dustin Ortiz,S-DEC,3
2599,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Mirsad Bektic,Chas Skelly,Featherweight,Mirsad Bektic,M-DEC,3
2600,UFC on Fox: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,Derrick Lewis,Jack May,Heavyweight,Derrick Lewis,KO/TKOPunches,1
2601,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,Tim Kennedy,Michael Bisping,Middleweight,Tim Kennedy,U-DEC,5
2602,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,Patrick Cote,Kyle Noke,Welterweight,Patrick Cote,U-DEC,3
2603,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,Elias Theodorou,Sheldon Westcott,Middleweight,Elias Theodorou,KO/TKOElbows,2
2604,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,Chad Laprise,Olivier Aubin-Mercier,Welterweight,Chad Laprise,S-DEC,3
2605,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,Dustin Poirier,Akira Corassani,Featherweight,Dustin Poirier,KO/TKOPunch,2
2606,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,KJ Noons,Sam Stout,Welterweight,KJ Noons,KO/TKOPunch,1
2607,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,Sarah Kaufman,Leslie Smith,Women's Bantamweight,Sarah Kaufman,U-DEC,3
2608,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,Ryan Jimmo,Sean O'Connell,Light Heavyweight,Ryan Jimmo,KO/TKOPunch,1
2609,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,George Roop,Dustin Kimura,Bantamweight,George Roop,U-DEC,3
2610,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,Mark Bocek,Mike de la Torre,Lightweight,Mark Bocek,S-DEC,3
2611,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,Nordine Taleb,Vik Grujic,Middleweight,Nordine Taleb,U-DEC,3
2612,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,Richard Walsh,Chris Indich,Welterweight,Richard Walsh,U-DEC,3
2613,UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,Mitch Gagnon,Tim Gorman,Bantamweight,Mitch Gagnon,U-DEC,3
2614,UFC Fight Night: Minotauro vs Nelson,http://ufcstats.com/event-details/d632d156c0549e07,Roy Nelson,Minotauro Nogueira,Heavyweight,Roy Nelson,KO/TKOPunch,1
