,fight_card,fight_card_url,fighter1,fighter2,weight_class,winner,method,round
372,UFC Fight Night: Dos Santos vs. Tuivasa,http://ufcstats.com/event-details/d1d20e651e6cbc02,Anthony Rocco Martin,Jake Matthews,Welterweight,Anthony Rocco Martin,SUBAnaconda Choke,3
373,UFC Fight Night: Dos Santos vs. Tuivasa,http://ufcstats.com/event-details/d1d20e651e6cbc02,Sodiq Yusuff,Suman Mokhtarian,Featherweight,Sodiq Yusuff,KO/TKOPunches,1
374,UFC Fight Night: Dos Santos vs. Tuivasa,http://ufcstats.com/event-details/d1d20e651e6cbc02,Jimmy Crute,Paul Craig,Light Heavyweight,Jimmy Crute,SUBKimura,3
375,UFC Fight Night: Dos Santos vs. Tuivasa,http://ufcstats.com/event-details/d1d20e651e6cbc02,Aleksei Kunchenko,Yushin Okami,Welterweight,Aleksei Kunchenko,U-DEC,3
376,UFC Fight Night: Dos Santos vs. Tuivasa,http://ufcstats.com/event-details/d1d20e651e6cbc02,Wilson Reis,Ben Nguyen,Flyweight,Wilson Reis,U-DEC,3
377,UFC Fight Night: Dos Santos vs. Tuivasa,http://ufcstats.com/event-details/d1d20e651e6cbc02,Keita Nakamura,Salim Touahri,Welterweight,Keita Nakamura,S-DEC,3
378,UFC Fight Night: Dos Santos vs. Tuivasa,http://ufcstats.com/event-details/d1d20e651e6cbc02,Kai Kara-France,Elias Garcia,Flyweight,Kai Kara-France,U-DEC,3
379,UFC Fight Night: Dos Santos vs. Tuivasa,http://ufcstats.com/event-details/d1d20e651e6cbc02,Christos Giagos,Mizuto Hirota,Lightweight,Christos Giagos,U-DEC,3
380,UFC Fight Night: Dos Santos vs. Tuivasa,http://ufcstats.com/event-details/d1d20e651e6cbc02,Damir Ismagulov,Alex Gorgees,Lightweight,Damir Ismagulov,U-DEC,3
381,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Kamaru Usman,Rafael Dos Anjos,Welterweight,Kamaru Usman,U-DEC,5
382,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Juan Espino,Justin Frazier,Heavyweight,Juan Espino,SUBArmbar,1
383,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Macy Chiasson,Pannie Kianzad,Women's Featherweight,Macy Chiasson,SUBRear Naked Choke,2
384,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Pedro Munhoz,Bryan Caraway,Bantamweight,Pedro Munhoz,KO/TKOKick,1
385,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Edmen Shahbazyan,Darren Stewart,Middleweight,Edmen Shahbazyan,S-DEC,3
386,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Antonina Shevchenko,Ji Yeon Kim,Women's Flyweight,Antonina Shevchenko,U-DEC,3
387,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Kevin Aguilar,Rick Glenn,Featherweight,Kevin Aguilar,U-DEC,3
388,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Joseph Benavidez,Alex Perez,Flyweight,Joseph Benavidez,KO/TKOPunches,1
389,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Maurice Greene,Michel Batista,Heavyweight,Maurice Greene,SUBTriangle Choke,1
390,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Leah Letson,Julija Stoliarenko,Women's Featherweight,Leah Letson,S-DEC,3
391,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Roosevelt Roberts,Darrell Horcher,Lightweight,Roosevelt Roberts,SUBGuillotine Choke,1
392,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Tim Means,Ricky Rainey,Welterweight,Tim Means,KO/TKOPunches,1
393,UFC - TUF 28 Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,Raoni Barcelos,Chris Gutierrez,Bantamweight,Raoni Barcelos,SUBRear Naked Choke,2
394,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Francis Ngannou,Curtis Blaydes,Heavyweight,Francis Ngannou,KO/TKOPunch,1
395,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Alistair Overeem,Sergei Pavlovich,Heavyweight,Alistair Overeem,KO/TKOPunches,1
396,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Song Yadong,Vince Morales,Bantamweight,Song Yadong,U-DEC,3
397,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Li Jingliang,David Zawada,Welterweight,Li Jingliang,KO/TKOKick,3
398,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Alex Morono,Song Kenan,Welterweight,Alex Morono,U-DEC,3
399,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Wu Yanan,Lauren Mueller,Women's Flyweight,Wu Yanan,SUBArmbar,1
400,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Rashad Coulter,Hu Yaozong,Light Heavyweight,Rashad Coulter,U-DEC,3
401,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Weili Zhang,Jessica Aguilar,Women's Strawweight,Weili Zhang,SUBArmbar,1
402,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Liu Pingyuan,Martin Day,Bantamweight,Liu Pingyuan,S-DEC,3
403,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Yan Xiaonan,Syuri Kondo,Women's Strawweight,Yan Xiaonan,U-DEC,3
404,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Kevin Holland,John Phillips,Middleweight,Kevin Holland,SUBRear Naked Choke,3
405,UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,Louis Smolka,Sulamu Sumudaerji,Bantamweight,Louis Smolka,SUBArmbar,2
406,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Santiago Ponzinibbio,Neil Magny,Welterweight,Santiago Ponzinibbio,KO/TKOPunch,4
407,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Ricardo Lamas,Darren Elkins,Featherweight,Ricardo Lamas,KO/TKOElbows,3
408,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Johnny Walker,Khalil Rountree Jr.,Light Heavyweight,Johnny Walker,KO/TKOElbow,1
409,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Ian Heinisch,Cezar Ferreira,Middleweight,Ian Heinisch,U-DEC,3
410,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Marlon Vera,Guido Cannetti,Bantamweight,Marlon Vera,SUBRear Naked Choke,2
411,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Cynthia Calvillo,Poliana Botelho,Women's Strawweight,Cynthia Calvillo,SUBRear Naked Choke,1
412,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Michel Prazeres,Bartosz Fabinski,Welterweight,Michel Prazeres,SUBGuillotine Choke,1
413,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Alexandre Pantoja,Ulka Sasaki,Flyweight,Alexandre Pantoja,SUBRear Naked Choke,1
414,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Austin Arnett,Humberto Bandenay,Featherweight,Austin Arnett,U-DEC,3
415,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Laureano Staropoli,Hector Aldana,Welterweight,Laureano Staropoli,U-DEC,3
416,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Jesus Pinedo,Devin Powell,Lightweight,Jesus Pinedo,U-DEC,3
417,UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,Nad Narimani,Anderson Dos Santos,Featherweight,Nad Narimani,U-DEC,3
418,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Yair Rodriguez,Chan Sung Jung,Featherweight,Yair Rodriguez,KO/TKOElbow,5
419,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Donald Cerrone,Mike Perry,Welterweight,Donald Cerrone,SUBArmbar,1
420,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Germaine de Randamie,Raquel Pennington,Women's Bantamweight,Germaine de Randamie,U-DEC,3
421,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Beneil Dariush,Thiago Moises,Lightweight,Beneil Dariush,U-DEC,3
422,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Maycee Barber,Hannah Cifers,Women's Strawweight,Maycee Barber,KO/TKOPunches,2
423,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Michael Trizano,Luis Pena,Lightweight,Michael Trizano,S-DEC,3
424,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Ashley Yoder,Amanda Cooper,Women's Strawweight,Ashley Yoder,S-DEC,3
425,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Bobby Moffett,Chas Skelly,Featherweight,Bobby Moffett,SUBD'Arce Choke,2
426,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Davi Ramos,John Gunther,Lightweight,Davi Ramos,SUBRear Naked Choke,1
427,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Devonte Smith,Julian Erosa,Lightweight,Devonte Smith,KO/TKOPunches,1
428,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Eric Shelton,Joseph Morales,Flyweight,Eric Shelton,S-DEC,3
429,UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,Mark De La Rosa,Joby Sanchez,Bantamweight,Mark De La Rosa,S-DEC,3
430,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Daniel Cormier,Derrick Lewis,Heavyweight,Daniel Cormier,SUBRear Naked Choke,2
431,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Jacare Souza,Chris Weidman,Middleweight,Jacare Souza,KO/TKOPunches,3
432,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Jared Cannonier,David Branch,Middleweight,Jared Cannonier,KO/TKOPunches,2
433,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Karl Roberson,Jack Marshman,Middleweight,Karl Roberson,U-DEC,3
434,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Israel Adesanya,Derek Brunson,Middleweight,Israel Adesanya,KO/TKOPunches,1
435,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Jordan Rinaldi,Jason Knight,Featherweight,Jordan Rinaldi,U-DEC,3
436,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Sijara Eubanks,Roxanne Modafferi,Women's Flyweight,Sijara Eubanks,U-DEC,3
437,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Sheymon Moraes,Julio Arce,Featherweight,Sheymon Moraes,S-DEC,3
438,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Lyman Good,Ben Saunders,Welterweight,Lyman Good,KO/TKOPunches,1
439,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Matt Frevola,Lando Vannata,Lightweight,Matt Frevola,M-DEC,3
440,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Shane Burgos,Kurt Holobaugh,Featherweight,Shane Burgos,SUBArmbar,1
441,UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,Marcos Rogerio de Lima,Adam Wieczorek,Heavyweight,Marcos Rogerio de Lima,U-DEC,3
442,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Anthony Smith,Volkan Oezdemir,Light Heavyweight,Anthony Smith,SUBRear Naked Choke,3
443,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Michael Johnson,Artem Lobov,Featherweight,Michael Johnson,U-DEC,3
444,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Misha Cirkunov,Patrick Cummins,Light Heavyweight,Misha Cirkunov,SUBArm Triangle,1
445,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Andre Soukhamthath,Jonathan Martinez,Bantamweight,Andre Soukhamthath,U-DEC,3
446,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Gian Villante,Ed Herman,Light Heavyweight,Gian Villante,S-DEC,3
447,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Court McGee,Alex Garcia,Welterweight,Court McGee,U-DEC,3
448,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Sean Strickland,Nordine Taleb,Welterweight,Sean Strickland,KO/TKOPunch,2
449,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Nasrat Haqparast,Thibault Gouti,Lightweight,Nasrat Haqparast,U-DEC,3
450,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Calvin Kattar,Chris Fishgold,Featherweight,Calvin Kattar,KO/TKOPunch,1
451,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Talita Bernardo,Sarah Moras,Women's Bantamweight,Talita Bernardo,U-DEC,3
452,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Don Madge,Te Edwards,Lightweight,Don Madge,KO/TKOKick,2
453,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Arjan Bhullar,Marcelo Golm,Heavyweight,Arjan Bhullar,U-DEC,3
454,UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,Stevie Ray,Jessin Ayari,Lightweight,Stevie Ray,U-DEC,3
455,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Khabib Nurmagomedov,Conor McGregor,Lightweight,Khabib Nurmagomedov,SUBNeck Crank,4
456,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Tony Ferguson,Anthony Pettis,Lightweight,Tony Ferguson,KO/TKO,2
457,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Dominick Reyes,Ovince Saint Preux,Light Heavyweight,Dominick Reyes,U-DEC,3
458,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Derrick Lewis,Alexander Volkov,Heavyweight,Derrick Lewis,KO/TKOPunches,3
459,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Michelle Waterson,Felice Herrig,Women's Strawweight,Michelle Waterson,U-DEC,3
460,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Jussier Formiga,Sergio Pettis,Flyweight,Jussier Formiga,U-DEC,3
461,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Vicente Luque,Jalin Turner,Welterweight,Vicente Luque,KO/TKOPunches,1
462,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Aspen Ladd,Tonya Evinger,Women's Bantamweight,Aspen Ladd,KO/TKOPunches,1
463,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Scott Holtzman,Alan Patrick,Lightweight,Scott Holtzman,KO/TKOElbows,3
464,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Yana Kunitskaya,Lina Lansberg,Women's Bantamweight,Yana Kunitskaya,U-DEC,3
465,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Nik Lentz,Gray Maynard,Lightweight,Nik Lentz,KO/TKOKick,2
466,UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,Anthony Rocco Martin,Ryan LaFlare,Welterweight,Anthony Rocco Martin,KO/TKOKick,3
467,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Thiago Santos,Eryk Anders,Light Heavyweight,Thiago Santos,KO/TKO,3
468,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Alex Oliveira,Carlo Pedersoli,Welterweight,Alex Oliveira,KO/TKOPunch,1
469,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Rogerio Nogueira,Sam Alvey,Light Heavyweight,Rogerio Nogueira,KO/TKOPunch,2
470,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Andre Ewell,Renan Barao,Bantamweight,Andre Ewell,S-DEC,3
471,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Randa Markos,Marina Rodriguez,Women's Strawweight,Randa Markos,M-DEC,3
472,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Charles Oliveira,Christos Giagos,Lightweight,Charles Oliveira,SUBRear Naked Choke,2
473,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Francisco Trinaldo,Evan Dunham,Lightweight,Francisco Trinaldo,KO/TKOKnee,2
474,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Ryan Spann,Luis Henrique,Light Heavyweight,Ryan Spann,U-DEC,3
475,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Augusto Sakai,Chase Sherman,Heavyweight,Augusto Sakai,KO/TKOPunches,3
476,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Sergio Moraes,Ben Saunders,Welterweight,Sergio Moraes,SUBArm Triangle,2
477,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Mayra Bueno Silva,Gillian Robertson,Women's Flyweight,Mayra Bueno Silva,SUBArmbar,1
478,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Thales Leites,Hector Lombard,Middleweight,Thales Leites,U-DEC,3
479,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Elizeu Zaleski dos Santos,Luigi Vendramini,Welterweight,Elizeu Zaleski dos Santos,KO/TKOFlying Knee,2
480,UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,Livinha Souza,Alex Chambers,Women's Strawweight,Livinha Souza,SUBGuillotine Choke,1
481,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Aleksei Oleinik,Mark Hunt,Heavyweight,Aleksei Oleinik,SUBRear Naked Choke,1
482,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Jan Blachowicz,Nikita Krylov,Light Heavyweight,Jan Blachowicz,SUBArm Triangle,2
483,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Shamil Abdurakhimov,Andrei Arlovski,Heavyweight,Shamil Abdurakhimov,U-DEC,3
484,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Aleksei Kunchenko,Thiago Alves,Welterweight,Aleksei Kunchenko,U-DEC,3
485,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Khalid Murtazaliev,CB Dollaway,Middleweight,Khalid Murtazaliev,KO/TKOPunches,2
486,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Petr Yan,Jinsoo Son,Bantamweight,Petr Yan,U-DEC,3
487,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Rustam Khabilov,Kajan Johnson,Lightweight,Rustam Khabilov,S-DEC,3
488,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Mairbek Taisumov,Desmond Green,Lightweight,Mairbek Taisumov,U-DEC,3
489,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Magomed Ankalaev,Marcin Prachnio,Light Heavyweight,Magomed Ankalaev,KO/TKOKick,1
490,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Jordan Johnson,Adam Yandiev,Middleweight,Jordan Johnson,SUBArm Triangle,2
491,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Ramazan Emeev,Stefan Sekulic,Welterweight,Ramazan Emeev,U-DEC,3
492,UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,Merab Dvalishvili,Terrion Ware,Bantamweight,Merab Dvalishvili,U-DEC,3
493,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Tyron Woodley,Darren Till,Welterweight,Tyron Woodley,SUBD'Arce Choke,2
494,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Jessica Andrade,Karolina Kowalkiewicz,Women's Strawweight,Jessica Andrade,KO/TKOPunch,1
495,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Zabit Magomedsharipov,Brandon Davis,Featherweight,Zabit Magomedsharipov,SUBKneebar,2
496,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Jimmie Rivera,John Dodson,Bantamweight,Jimmie Rivera,U-DEC,3
497,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Abdul Razak Alhassan,Niko Price,Welterweight,Abdul Razak Alhassan,KO/TKOPunches,1
498,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Tatiana Suarez,Carla Esparza,Women's Strawweight,Tatiana Suarez,KO/TKOPunches,3
499,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Aljamain Sterling,Cody Stamann,Bantamweight,Aljamain Sterling,SUBKneebar,2
500,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Geoff Neal,Frank Camacho,Welterweight,Geoff Neal,KO/TKOKick,2
501,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Darren Stewart,Charles Byrd,Middleweight,Darren Stewart,KO/TKOElbow,2
502,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Diego Sanchez,Craig White,Welterweight,Diego Sanchez,U-DEC,3
503,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Jim Miller,Alex White,Lightweight,Jim Miller,SUBRear Naked Choke,1
504,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Irene Aldana,Lucie Pudilova,Women's Bantamweight,Irene Aldana,S-DEC,3
505,UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,Jarred Brooks,Roberto Sanchez,Flyweight,Jarred Brooks,S-DEC,3
506,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Justin Gaethje,James Vick,Lightweight,Justin Gaethje,KO/TKOPunch,1
507,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Michael Johnson,Andre Fili,Featherweight,Michael Johnson,S-DEC,3
508,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Cortney Casey,Angela Hill,Women's Strawweight,Cortney Casey,S-DEC,3
509,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Bryan Barberena,Jake Ellenberger,Welterweight,Bryan Barberena,KO/TKOPunch,1
510,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Deiveson Figueiredo,John Moraga,Flyweight,Deiveson Figueiredo,KO/TKOPunch,2
511,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Eryk Anders,Tim Williams,Middleweight,Eryk Anders,KO/TKOKick,3
512,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,James Krause,Warlley Alves,Welterweight,James Krause,KO/TKOFlying Knee,2
513,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Cory Sandhagen,Iuri Alcantara,Bantamweight,Cory Sandhagen,KO/TKOPunches,2
514,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Andrew Sanchez,Markus Perez,Middleweight,Andrew Sanchez,U-DEC,3
515,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Mickey Gall,George Sullivan,Welterweight,Mickey Gall,SUBRear Naked Choke,1
516,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Joanne Calderwood,Kalindra Faria,Women's Flyweight,Joanne Calderwood,SUBArmbar,1
517,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Drew Dober,Jon Tuck,Lightweight,Drew Dober,U-DEC,3
518,UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,Rani Yahya,Luke Sanders,Bantamweight,Rani Yahya,SUBHeel Hook,1
519,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,TJ Dillashaw,Cody Garbrandt,Bantamweight,TJ Dillashaw,KO/TKOPunches,1
520,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,Henry Cejudo,Demetrious Johnson,Flyweight,Henry Cejudo,S-DEC,5
521,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,Renato Moicano,Cub Swanson,Featherweight,Renato Moicano,SUBRear Naked Choke,1
522,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,JJ Aldrich,Polyana Viana,Women's Strawweight,JJ Aldrich,U-DEC,3
523,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,Thiago Santos,Kevin Holland,Middleweight,Thiago Santos,U-DEC,3
