,Unnamed: 0,first_name,last_name,nick_name,height,weight,reach,stance,wins,losses,draws,fighter_url,full_name,SLpM,Str_Acc,SApM,Str_Dep,TD_Avg,TD_Acc,TD_Def,Sub_Avg
2758,2758,Scott,Shaffer,,"5' 7""",145 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/5c38639f860a5542,Scott Shaffer,2.40,67%,0.53,50%,0.00,0%,72%,3.0
2759,2759,Edmen,Shahbazyan,The Golden Boy,"6' 2""",185 lbs.,"74.0""",Orthodox,10,0,0,http://ufcstats.com/fighter-details/4144798612ef96e5,Edmen Shahbazyan,3.89,58%,2.29,56%,7.71,40%,75%,0.9
2760,2760,Leon,Shahbazyan,,"6' 4""",170 lbs.,"74.0""",Orthodox,7,1,0,http://ufcstats.com/fighter-details/9eed2bcc9e0b92af,Leon Shahbazyan,6.33,52%,8.18,32%,1.46,50%,0%,0.0
2761,2761,Kamal,Shalorus,Prince of Persia,"5' 8""",155 lbs.,"68.0""",Orthodox,7,3,2,http://ufcstats.com/fighter-details/ece280745f8727b8,Kamal Shalorus,3.06,32%,2.99,70%,2.07,50%,80%,0.0
2762,2762,Ken,Shamrock,The World's Most Dangerous Man,"6' 1""",205 lbs.,"72.0""",Orthodox,28,16,2,http://ufcstats.com/fighter-details/63b65af1c5cb02cb,Ken Shamrock,1.47,46%,4.30,39%,0.94,60%,44%,2.5
2763,2763,Frank,Shamrock,,"5' 10""",185 lbs.,--,Orthodox,22,11,2,http://ufcstats.com/fighter-details/fcaae0385b514f11,Frank Shamrock,4.75,53%,4.66,57%,0.35,50%,37%,1.1
2764,2764,Jason,Sharp,,--,205 lbs.,--,,3,2,0,http://ufcstats.com/fighter-details/285e32e41f61a5b1,Jason Sharp,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2765,2765,Eric,Shelton,Showtime,"5' 6""",125 lbs.,"68.0""",Orthodox,12,6,0,http://ufcstats.com/fighter-details/a0c64f272b65d441,Eric Shelton,2.57,42%,1.88,63%,2.83,51%,46%,0.2
2766,2766,Sean,Sherk,The Muscle Shark,"5' 6""",155 lbs.,"67.0""",Orthodox,36,4,1,http://ufcstats.com/fighter-details/029880cdbf5ca089,Sean Sherk,2.17,35%,2.71,55%,4.09,46%,56%,0.4
2767,2767,Chase,Sherman,The Vanilla Gorilla,"6' 4""",250 lbs.,"78.0""",Orthodox,11,6,0,http://ufcstats.com/fighter-details/01b352b6a9074d5c,Chase Sherman,5.81,43%,5.76,51%,0.00,0%,77%,0.0
2768,2768,Valentina,Shevchenko,Bullet,"5' 5""",125 lbs.,"66.0""",Southpaw,18,3,0,http://ufcstats.com/fighter-details/132deb59abae64b1,Valentina Shevchenko,3.02,49%,2.16,62%,1.94,51%,77%,0.4
2769,2769,Antonina,Shevchenko,La Pantera,"5' 8""",125 lbs.,"67.0""",Southpaw,8,1,0,http://ufcstats.com/fighter-details/d7338bcb141abd2c,Antonina Shevchenko,4.90,57%,1.92,65%,0.67,100%,58%,1.0
2770,2770,Katsuyori,Shibata,,"6' 0""",168 lbs.,--,Orthodox,4,11,1,http://ufcstats.com/fighter-details/d4da8995fc91e7ef,Katsuyori Shibata,2.06,35%,2.40,53%,0.49,50%,53%,0.7
2771,2771,Jake,Shields,,"6' 0""",170 lbs.,"72.0""",Orthodox,29,7,1,http://ufcstats.com/fighter-details/fe435e440b5de0ff,Jake Shields,2.45,36%,1.80,56%,2.83,29%,35%,1.2
2772,2772,Shunichi,Shimizu,Rolling Star,"5' 5""",135 lbs.,"66.0""",Orthodox,28,9,10,http://ufcstats.com/fighter-details/10657c60ce349e0f,Shunichi Shimizu,0.14,33%,4.68,30%,0.00,0%,0%,0.0
2773,2773,Wade,Shipp,The Nightmare,"6' 3""",245 lbs.,--,Orthodox,10,5,0,http://ufcstats.com/fighter-details/a9a314cc77d90b6e,Wade Shipp,4.29,86%,2.14,0%,0.00,0%,75%,0.0
2774,2774,Raja,Shippen,,"5' 6""",145 lbs.,--,,18,11,1,http://ufcstats.com/fighter-details/d9e1942637bd57a4,Raja Shippen,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2775,2775,Yuya,Shirai,,"5' 8""",168 lbs.,--,Orthodox,21,10,1,http://ufcstats.com/fighter-details/a79bfbc01b2264d6,Yuya Shirai,1.02,100%,4.07,55%,0.00,0%,0%,0.0
2776,2776,Wes,Shivers,,"6' 8""",--,--,,8,1,0,http://ufcstats.com/fighter-details/ad863b0d57952c57,Wes Shivers,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2777,2777,Alexander,Shlemenko,Storm,"5' 11""",185 lbs.,--,,56,9,0,http://ufcstats.com/fighter-details/ed3ea649b34ddb6c,Alexander Shlemenko,4.36,60%,1.71,63%,0.00,0%,0%,0.0
2778,2778,Josh,Shockley,,"6' 1""",155 lbs.,"74.0""",Orthodox,11,4,0,http://ufcstats.com/fighter-details/1d36f1ac66cf689d,Josh Shockley,1.40,33%,1.75,60%,0.00,0%,61%,0.8
2779,2779,Josh,Shockman,The War Hammer,"6' 4""",235 lbs.,--,Southpaw,5,3,0,http://ufcstats.com/fighter-details/821cd80aab70d5f9,Josh Shockman,0.87,32%,0.87,58%,0.00,0%,23%,0.0
2780,2780,Akira,Shoji,,"5' 8""",195 lbs.,--,Orthodox,14,17,5,http://ufcstats.com/fighter-details/b0c95dc8e858452c,Akira Shoji,1.03,34%,2.63,53%,1.79,73%,82%,0.4
2781,2781,Jack,Shore,Tank,"5' 9""",135 lbs.,--,,11,0,0,http://ufcstats.com/fighter-details/b8a85389d115e35a,Jack Shore,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2782,2782,Landon,Showalter,The Show,"6' 0""",185 lbs.,--,,11,19,1,http://ufcstats.com/fighter-details/35cc17760b06f36d,Landon Showalter,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2783,2783,Ivan,Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",Orthodox,16,0,1,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f,Ivan Shtyrkov,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2784,2784,Brandon,Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,7,6,0,http://ufcstats.com/fighter-details/585f9ffdb0cd0466,Brandon Shuey,0.68,33%,1.36,0%,0.00,0%,0%,10.2
2785,2785,Sam,Sicilia,,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31,Sam Sicilia,2.46,33%,3.55,59%,1.45,43%,70%,0.9
2786,2786,Kiril,Sidelnikov,,"5' 11""",230 lbs.,--,,7,4,0,http://ufcstats.com/fighter-details/cf772fb504842dc3,Kiril Sidelnikov,2.87,28%,4.48,61%,0.00,0%,0%,0.0
2787,2787,Steven,Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,23,13,0,http://ufcstats.com/fighter-details/d188a3b817860ec6,Steven Siler,3.21,41%,2.96,54%,0.47,21%,55%,1.6
2788,2788,Siala,Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,3,2,0,http://ufcstats.com/fighter-details/3cf68c1d17f66af7,Siala Siliga,1.08,26%,1.96,50%,1.47,50%,80%,0.0
2789,2789,Xavier,Siller,Young Guns,"5' 5""",125 lbs.,--,,5,5,0,http://ufcstats.com/fighter-details/9a08c2753184ac6d,Xavier Siller,1.02,36%,1.53,57%,3.83,100%,0%,0.0
2790,2790,Assuerio,Silva,,"5' 10""",241 lbs.,--,Orthodox,15,8,0,http://ufcstats.com/fighter-details/e091482fa6648261,Assuerio Silva,1.42,46%,4.20,54%,2.66,34%,25%,1.8
2791,2791,Anderson,Silva,The Spider,"6' 2""",185 lbs.,"77.0""",Southpaw,34,10,0,http://ufcstats.com/fighter-details/1f454354805b6f75,Anderson Silva,3.04,62%,1.98,61%,0.52,77%,69%,0.8
2792,2792,Wanderlei,Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",Orthodox,35,12,1,http://ufcstats.com/fighter-details/a1f6999fe57236e0,Wanderlei Silva,2.79,40%,2.19,60%,0.97,53%,62%,0.6
2793,2793,Thiago,Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,16,3,0,http://ufcstats.com/fighter-details/2924886ee9c4c527,Thiago Silva,3.92,50%,2.55,67%,1.03,47%,70%,0.7
2794,2794,Paulo Cesar,Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,2,6,0,http://ufcstats.com/fighter-details/55b8dc4e54fe2c59,Paulo Cesar Silva,0.40,15%,2.72,47%,0.42,100%,16%,0.4
2795,2795,Jean,Silva,White Bear,"5' 6""",160 lbs.,--,Orthodox,18,11,3,http://ufcstats.com/fighter-details/9211aae062b799d6,Jean Silva,0.73,22%,2.93,52%,0.00,0%,0%,0.0
2796,2796,Edson,Silva,Paredao,--,205 lbs.,--,Orthodox,7,8,0,http://ufcstats.com/fighter-details/a1153013cb5f628f,Edson Silva,2.69,14%,5.37,50%,0.00,0%,0%,0.0
2797,2797,Sidney,Silva,,"6' 3""",170 lbs.,--,Southpaw,8,4,0,http://ufcstats.com/fighter-details/a6c32678efd4f434,Sidney Silva,2.86,65%,3.30,34%,3.30,100%,0%,0.0
2798,2798,Jay,Silva,,"6' 2""",185 lbs.,--,Southpaw,7,5,1,http://ufcstats.com/fighter-details/53bb0d40905b87c0,Jay Silva,1.13,34%,3.07,40%,0.00,0%,38%,1.0
2799,2799,Antonio,Silva,Bigfoot,"6' 4""",264 lbs.,"80.0""",Orthodox,19,10,1,http://ufcstats.com/fighter-details/8349d55cdecd393a,Antonio Silva,2.89,45%,3.09,50%,0.82,29%,66%,0.8
2800,2800,Fabio,Silva,,"5' 11""",205 lbs.,--,Orthodox,11,5,0,http://ufcstats.com/fighter-details/2ba479b409011527,Fabio Silva,0.09,11%,5.90,38%,0.00,0%,0%,0.0
2801,2801,Erick,Silva,The Tiger,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0,http://ufcstats.com/fighter-details/5866fc86183a9fb8,Erick Silva,2.50,48%,4.18,49%,0.85,35%,56%,1.4
2802,2802,Leandro,Silva,Buscape,"5' 9""",155 lbs.,"72.0""",Orthodox,19,4,1,http://ufcstats.com/fighter-details/159da492e000afbf,Leandro Silva,2.39,48%,2.08,63%,1.76,37%,65%,0.4
2803,2803,Wagner,Silva,Wagnao,"6' 0""",170 lbs.,"71.0""",Orthodox,3,3,0,http://ufcstats.com/fighter-details/fb79582c410d049e,Wagner Silva,1.69,29%,2.87,65%,0.00,0%,58%,0.0
2804,2804,Rafael,Silva,Morcego,"5' 7""",135 lbs.,--,,28,6,0,http://ufcstats.com/fighter-details/a31358d90d4bb40a,Rafael Silva,0.67,50%,0.73,67%,0.00,0%,25%,1.0
2805,2805,Joaquim,Silva,Netto BJJ,"5' 8""",155 lbs.,"69.0""",Southpaw,11,3,0,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,Joaquim Silva,3.92,37%,4.43,56%,0.24,50%,64%,0.7
2806,2806,Felipe,Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/1b38a2b897f6209c,Felipe Silva,5.40,50%,1.80,59%,1.00,100%,71%,0.0
2807,2807,Dayana,Silva,,"5' 7""",135 lbs.,--,Orthodox,7,3,0,http://ufcstats.com/fighter-details/b19aecbfbb5508cc,Dayana Silva,6.33,51%,5.93,57%,0.00,0%,42%,0.0
2808,2808,Bruno,Silva,Bulldog,"5' 4""",125 lbs.,--,,10,3,2,http://ufcstats.com/fighter-details/294aa73dbf37d281,Bruno Silva,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2809,2809,Bruno,Silva,Blindado,"6' 0""",185 lbs.,--,,19,6,0,http://ufcstats.com/fighter-details/12ebd7d157e91701,Bruno Silva,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2810,2810,Gabriel,Silva,,"5' 6""",135 lbs.,"71.0""",Orthodox,7,1,0,http://ufcstats.com/fighter-details/002ca196477ce572,Gabriel Silva,0.53,50%,1.00,34%,1.00,16%,33%,0.0
2811,2811,Douglas,Silva de Andrade,D Silva,"5' 7""",135 lbs.,"68.0""",Orthodox,25,3,0,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,Douglas Silva de Andrade,3.77,36%,4.54,57%,0.78,50%,60%,0.0
2812,2812,Leonardo,Silva,Cabecao,"6' 2""",185 lbs.,--,Orthodox,12,3,0,http://ufcstats.com/fighter-details/28e088bbcaaa6366,Leonardo Silva,1.07,40%,0.54,50%,24.11,50%,0%,0.0
2813,2813,Marcus,Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,6,4,0,http://ufcstats.com/fighter-details/f717b6002486f73f,Marcus Silveira,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2814,2814,Elias,Silverio,Xuxu,"5' 11""",155 lbs.,"73.0""",Orthodox,11,2,0,http://ufcstats.com/fighter-details/52ba464d9068d871,Elias Silverio,3.67,49%,2.97,51%,1.62,38%,85%,0.2
2815,2815,Ricky,Simon,,"5' 6""",135 lbs.,"69.0""",Orthodox,15,2,0,http://ufcstats.com/fighter-details/5987b2458f4b5290,Ricky Simon,2.72,41%,3.24,68%,6.66,52%,73%,0.2
2816,2816,Aaron,Simpson,A-Train,"6' 0""",170 lbs.,"73.0""",Orthodox,11,4,0,http://ufcstats.com/fighter-details/d5f820c11a121050,Aaron Simpson,3.60,52%,2.53,56%,3.78,34%,83%,0.5
2817,2817,Wes,Sims,The Project,"6' 10""",260 lbs.,--,Orthodox,22,13,1,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808,Wes Sims,0.98,51%,2.95,37%,0.00,0%,40%,2.3
2818,2818,Marlon,Sims,,--,170 lbs.,--,,3,4,0,http://ufcstats.com/fighter-details/9eedac48b497de5a,Marlon Sims,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2819,2819,Tony,Sims,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,4,0,http://ufcstats.com/fighter-details/57bad6a84230f0c9,Tony Sims,1.81,63%,0.76,65%,0.71,50%,50%,0.7
2820,2820,Everett,Sims,Sexual Chocolate,"6' 5""",260 lbs.,"77.0""",Southpaw,4,1,0,http://ufcstats.com/fighter-details/59c6d5af765df641,Everett Sims,0.81,66%,2.19,30%,0.00,0%,42%,1.2
2821,2821,Lodune,Sincaid,,"5' 9""",185 lbs.,--,Orthodox,15,9,0,http://ufcstats.com/fighter-details/265589bdd93e7ce5,Lodune Sincaid,2.45,44%,6.70,49%,0.00,0%,75%,0.0
2822,2822,Rob,Sinclair,,"5' 8""",155 lbs.,--,,13,5,0,http://ufcstats.com/fighter-details/3b65c9dd39741bc4,Rob Sinclair,1.20,33%,1.73,73%,0.00,0%,50%,0.0
2823,2823,Rory,Singer,Outburst,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0,http://ufcstats.com/fighter-details/546015aa2ad945fd,Rory Singer,2.55,39%,2.42,63%,0.39,25%,64%,0.8
2824,2824,Elvis,Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2,http://ufcstats.com/fighter-details/817e0bdf08efce2e,Elvis Sinosic,1.13,37%,4.60,53%,0.00,0%,0%,1.2
2825,2825,Mitchell,Sipe,The Sniper,"6' 2""",245 lbs.,--,Orthodox,4,1,0,http://ufcstats.com/fighter-details/71ef1111bf829b82,Mitchell Sipe,5.50,56%,9.98,46%,1.53,20%,0%,0.0
2826,2826,AJ,Siscoe,Let's Go,"5' 7""",135 lbs.,--,,1,2,0,http://ufcstats.com/fighter-details/fce9b4056a8ef559,AJ Siscoe,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2827,2827,Yokthai,Sithoar,,"5' 7""",143 lbs.,--,,0,1,0,http://ufcstats.com/fighter-details/436cdea7bdfdc016,Yokthai Sithoar,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2828,2828,Jeri,Sitzes,,"5' 5""",125 lbs.,--,,3,1,0,http://ufcstats.com/fighter-details/44a1dd0ef4373edc,Jeri Sitzes,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2829,2829,Dennis,Siver,,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,Dennis Siver,3.87,32%,2.67,65%,0.87,32%,65%,0.3
2830,2830,Chas,Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",Orthodox,17,4,0,http://ufcstats.com/fighter-details/4bd6b4800070b069,Chas Skelly,2.12,40%,3.49,47%,1.83,34%,35%,2.3
2831,2831,Matt,Skelton,,"6' 3""",265 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/caced97768818230,Matt Skelton,0.00,0%,0.54,0%,0.00,0%,66%,0.0
2832,2832,Zach,Skinner,,"5' 6""",145 lbs.,--,Orthodox,6,8,0,http://ufcstats.com/fighter-details/c337c3c85b1871e0,Zach Skinner,0.53,50%,2.40,32%,5.00,27%,100%,1.0
2833,2833,Brian,Sleeman,,"5' 8""",185 lbs.,--,,9,9,1,http://ufcstats.com/fighter-details/9db861c26b63daa8,Brian Sleeman,4.00,48%,1.85,70%,9.23,100%,100%,0.0
2834,2834,Joe,Slick,,"6' 0""",199 lbs.,--,Orthodox,16,5,3,http://ufcstats.com/fighter-details/80e6d71e14c1d356,Joe Slick,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2835,2835,Ray,Sloan,,"6' 1""",205 lbs.,--,,8,1,0,http://ufcstats.com/fighter-details/a2d1d3d144fed708,Ray Sloan,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2836,2836,Kestutis,Smirnovas,,"5' 10""",200 lbs.,--,Orthodox,22,8,1,http://ufcstats.com/fighter-details/1979c80150f630c4,Kestutis Smirnovas,4.95,52%,5.05,54%,1.55,50%,100%,1.6
2837,2837,Maurice,Smith,,"6' 2""",221 lbs.,--,Orthodox,12,13,0,http://ufcstats.com/fighter-details/33e33d51f289d2a1,Maurice Smith,0.41,46%,0.47,60%,0.89,50%,20%,0.9
2838,2838,Patrick,Smith,,"6' 2""",225 lbs.,--,Orthodox,20,15,0,http://ufcstats.com/fighter-details/46c8ec317aff28ac,Patrick Smith,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2839,2839,Scott,Smith,Hands of Steel,"6' 0""",185 lbs.,"70.0""",Orthodox,17,9,0,http://ufcstats.com/fighter-details/3410cf010558dc8b,Scott Smith,1.86,27%,5.94,50%,0.13,6%,58%,0.4
2840,2840,Eric,Smith,,--,--,--,Southpaw,1,1,0,http://ufcstats.com/fighter-details/9114c8ded5ccd71d,Eric Smith,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2841,2841,Josh,Smith,,"6' 0""",155 lbs.,--,Orthodox,6,5,0,http://ufcstats.com/fighter-details/f626aa1c85f8af03,Josh Smith,0.73,28%,1.40,54%,0.00,0%,57%,2.0
2842,2842,David,Smith,,--,155 lbs.,--,,5,1,0,http://ufcstats.com/fighter-details/e955046551f8c7dd,David Smith,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2843,2843,Adam,Smith,,--,--,--,,0,2,0,http://ufcstats.com/fighter-details/754968e325d6f60d,Adam Smith,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2844,2844,Dillon,Smith,,"6' 0""",170 lbs.,--,,0,0,0,http://ufcstats.com/fighter-details/ffee353f55e3aa2c,Dillon Smith,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2845,2845,Trevor,Smith,Hot Sauce,"6' 3""",185 lbs.,"75.0""",Orthodox,15,9,0,http://ufcstats.com/fighter-details/f797f0c57a83353e,Trevor Smith,3.34,57%,3.02,51%,1.86,32%,62%,0.8
2846,2846,Anthony,Smith,Lionheart,"6' 4""",205 lbs.,"76.0""",Orthodox,32,14,0,http://ufcstats.com/fighter-details/d4c9dcd330403612,Anthony Smith,3.06,47%,4.28,44%,0.41,26%,51%,0.8
2847,2847,Colton,Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,6,4,0,http://ufcstats.com/fighter-details/2e25c1d983c26311,Colton Smith,1.64,41%,2.30,51%,4.09,36%,25%,1.4
2848,2848,Gilbert,Smith,,"5' 9""",185 lbs.,"75.0""",Southpaw,5,2,0,http://ufcstats.com/fighter-details/54ed8dc6f8c31207,Gilbert Smith,1.09,41%,2.73,35%,3.51,60%,0%,1.2
2849,2849,Leslie,Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1,http://ufcstats.com/fighter-details/76984112f697631f,Leslie Smith,7.56,40%,8.41,51%,0.00,0%,62%,0.0
2850,2850,Devonte,Smith,King Kage,"5' 9""",155 lbs.,"76.0""",Orthodox,10,2,0,http://ufcstats.com/fighter-details/207773daeb4afa7b,Devonte Smith,6.88,56%,3.65,59%,0.00,0%,100%,0.0
2851,2851,Cole,Smith,The Cole Train,"5' 11""",135 lbs.,"67.0""",Orthodox,7,0,0,http://ufcstats.com/fighter-details/56709e66f1c6008f,Cole Smith,2.53,43%,1.00,72%,2.00,50%,100%,2.0
2852,2852,Walter,Smith-Cotito,,"5' 8""",135 lbs.,--,,4,5,0,http://ufcstats.com/fighter-details/625b65b45c1c6888,Walter Smith-Cotito,2.95,36%,3.53,68%,2.16,33%,57%,0.0
2853,2853,Justin,Smitley,,--,145 lbs.,--,,10,7,1,http://ufcstats.com/fighter-details/c5776fa8f4bf77aa,Justin Smitley,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2854,2854,Dmitrii,Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0,http://ufcstats.com/fighter-details/75afb06215a07341,Dmitrii Smoliakov,1.44,42%,3.81,55%,0.00,0%,75%,0.0
2855,2855,Louis,Smolka,Da Last Samurai,"5' 9""",135 lbs.,"68.0""",Orthodox,15,6,0,http://ufcstats.com/fighter-details/d2bc285ead803db0,Louis Smolka,3.92,45%,3.37,52%,1.71,34%,30%,2.2
2856,2856,Richie,Smullen,,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1,http://ufcstats.com/fighter-details/f75c5ca0d91b9115,Richie Smullen,1.98,77%,2.26,65%,8.49,66%,0%,0.0
2857,2857,Devin,Smyth,The Prodigy,"5' 10""",170 lbs.,"72.0""",Switch,9,1,0,http://ufcstats.com/fighter-details/7684c8137b4545ba,Devin Smyth,2.60,68%,6.73,25%,4.00,26%,100%,0.0
2858,2858,Denis,Sobolev,,"6' 3""",216 lbs.,--,Orthodox,4,7,0,http://ufcstats.com/fighter-details/03b1e846b09f721d,Denis Sobolev,0.00,0%,5.45,33%,0.00,0%,0%,0.0
2859,2859,Peter,Sobotta,,"6' 0""",170 lbs.,"75.0""",Southpaw,17,6,1,http://ufcstats.com/fighter-details/1fcfc3709fe58151,Peter Sobotta,2.17,39%,2.89,59%,1.76,35%,77%,0.6
2860,2860,Renato,Sobral,Babalu,"6' 1""",205 lbs.,"75.0""",Orthodox,36,9,0,http://ufcstats.com/fighter-details/d468288756ae3982,Renato Sobral,2.23,45%,1.53,57%,2.48,42%,65%,2.6
2861,2861,Rameau Thierry,Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78.0""",Orthodox,12,10,0,http://ufcstats.com/fighter-details/d1152823307d7e7c,Rameau Thierry Sokoudjou,2.26,45%,2.61,56%,1.93,47%,78%,0.9
2862,2862,Joseph,Solecki,,"5' 9""",155 lbs.,"71.0""",Orthodox,7,2,0,http://ufcstats.com/fighter-details/af65aa688d13eedf,Joseph Solecki,3.41,65%,0.52,71%,3.93,100%,0%,3.9
2863,2863,Chris,Solomon,,"5' 11""",155 lbs.,--,,0,0,0,http://ufcstats.com/fighter-details/324c7a749128df8d,Chris Solomon,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2864,2864,Joe,Son,,"5' 4""",236 lbs.,--,Orthodox,0,4,0,http://ufcstats.com/fighter-details/83b743fedde154fb,Joe Son,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2865,2865,Paul,Song,,--,185 lbs.,--,,2,1,0,http://ufcstats.com/fighter-details/9775eabcb1be1a00,Paul Song,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2866,2866,Kenan,Song,The Assassin,"6' 0""",170 lbs.,"71.0""",Orthodox,15,5,0,http://ufcstats.com/fighter-details/32490e80ddab1e5a,Kenan Song,4.13,45%,4.28,56%,0.00,0%,50%,0.0
2867,2867,Chael,Sonnen,,"6' 1""",205 lbs.,"74.0""",Southpaw,29,14,1,http://ufcstats.com/fighter-details/48d1f690b763934c,Chael Sonnen,3.08,43%,1.10,62%,3.81,59%,66%,0.4
2868,2868,Cody,Sons,,"5' 9""",205 lbs.,--,,3,7,0,http://ufcstats.com/fighter-details/3324129f3745b300,Cody Sons,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2869,2869,Jinsoo,Son,,"5' 6""",135 lbs.,"69.0""",Orthodox,9,4,0,http://ufcstats.com/fighter-details/7c9c6a884be167fe,Jinsoo Son,5.10,36%,7.63,52%,1.50,25%,100%,0.0
2870,2870,Emiliano,Sordi,He-Man,"6' 2""",205 lbs.,--,Orthodox,16,6,0,http://ufcstats.com/fighter-details/4c9b84d559822830,Emiliano Sordi,4.79,50%,4.79,48%,0.00,0%,100%,8.3
2871,2871,Sean,Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,8,3,0,http://ufcstats.com/fighter-details/bd5403efbaa445c0,Sean Soriano,3.15,61%,2.31,52%,1.27,42%,55%,0.0
2872,2872,Punahele,Soriano,Puna,"5' 11""",185 lbs.,"72.0""",Southpaw,5,0,0,http://ufcstats.com/fighter-details/64facb6cc564262d,Punahele Soriano,3.13,37%,2.40,44%,3.00,75%,0%,0.0
2873,2873,Dmitry,Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0,http://ufcstats.com/fighter-details/85ff1b9471d35238,Dmitry Sosnovskiy,2.95,70%,2.53,35%,3.16,66%,100%,3.2
2874,2874,Ben,Sosoli,Combat Wombat,"5' 9""",265 lbs.,"72.0""",Southpaw,7,2,0,http://ufcstats.com/fighter-details/326f94d6cfb1bf25,Ben Sosoli,5.63,52%,3.28,46%,0.00,0%,0%,0.0
2875,2875,Krzysztof,Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1,http://ufcstats.com/fighter-details/59583ff832fe9d68,Krzysztof Soszynski,3.37,39%,3.13,58%,0.52,25%,71%,1.0
2876,2876,George,Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,6,0,http://ufcstats.com/fighter-details/896c322f56b8be5a,George Sotiropoulos,2.61,27%,2.52,67%,2.32,31%,53%,1.6
2877,2877,Greg,Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/9c669abd35b2522f,Greg Soto,3.21,63%,2.61,52%,1.49,27%,44%,1.0
2878,2878,Alex,Soto,Extremo,"5' 8""",135 lbs.,"71.0""",Southpaw,6,2,1,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d,Alex Soto,2.95,25%,5.02,59%,2.82,30%,0%,0.0
2879,2879,Joe,Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0,http://ufcstats.com/fighter-details/a4e85a58fbce64b2,Joe Soto,3.36,41%,5.37,67%,0.85,21%,70%,1.9
2880,2880,Mario,Soto,Dr. Mario,"6' 0""",145 lbs.,--,,7,2,0,http://ufcstats.com/fighter-details/cac3aaa66c20bee1,Mario Soto,1.43,23%,5.23,42%,0.00,0%,0%,0.0
