,fight_card,fight_card_url,fighter1,fighter2,weight_class,winner,method,round
1102,UFC Fight Night: Poirier vs. Gaethje,http://ufcstats.com/event-details/620be7e0712d431b,Muslim Salikhov,Ricky Rainey,Welterweight,Muslim Salikhov,KO/TKOPunch,2
1103,UFC Fight Night: Poirier vs. Gaethje,http://ufcstats.com/event-details/620be7e0712d431b,John Moraga,Wilson Reis,Flyweight,John Moraga,U-DEC,3
1104,UFC Fight Night: Poirier vs. Gaethje,http://ufcstats.com/event-details/620be7e0712d431b,Brad Tavares,Krzysztof Jotko,Middleweight,Brad Tavares,KO/TKOPunch,3
1105,UFC Fight Night: Poirier vs. Gaethje,http://ufcstats.com/event-details/620be7e0712d431b,Gilbert Burns,Dan Moret,Lightweight,Gilbert Burns,KO/TKOPunch,2
1106,UFC Fight Night: Poirier vs. Gaethje,http://ufcstats.com/event-details/620be7e0712d431b,Lauren Mueller,Shana Dobson,Women's Flyweight,Lauren Mueller,U-DEC,3
1107,UFC Fight Night: Poirier vs. Gaethje,http://ufcstats.com/event-details/620be7e0712d431b,Yushin Okami,Dhiego Lima,Welterweight,Yushin Okami,U-DEC,3
1108,UFC Fight Night: Poirier vs. Gaethje,http://ufcstats.com/event-details/620be7e0712d431b,Adam Wieczorek,Arjan Bhullar,Heavyweight,Adam Wieczorek,SUBOmoplata,2
1109,UFC Fight Night: Poirier vs. Gaethje,http://ufcstats.com/event-details/620be7e0712d431b,Alejandro Perez,Matthew Lopez,Bantamweight,Alejandro Perez,KO/TKOPunches,2
1110,UFC Fight Night: Poirier vs. Gaethje,http://ufcstats.com/event-details/620be7e0712d431b,Luke Sanders,Patrick Williams,Bantamweight,Luke Sanders,U-DEC,3
1111,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/event-details/49e7e05f902479ca,Khabib Nurmagomedov,Al Iaquinta,Lightweight,Khabib Nurmagomedov,U-DEC,5
1112,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/event-details/49e7e05f902479ca,Rose Namajunas,Joanna Jedrzejczyk,Women's Strawweight,Rose Namajunas,U-DEC,5
1113,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/event-details/49e7e05f902479ca,Renato Moicano,Calvin Kattar,Featherweight,Renato Moicano,U-DEC,3
1114,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/event-details/49e7e05f902479ca,Zabit Magomedsharipov,Kyle Bochniak,Featherweight,Zabit Magomedsharipov,U-DEC,3
1115,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/event-details/49e7e05f902479ca,Chris Gruetzemacher,Joe Lauzon,Lightweight,Chris Gruetzemacher,KO/TKO,2
1116,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/event-details/49e7e05f902479ca,Karolina Kowalkiewicz,Felice Herrig,Women's Strawweight,Karolina Kowalkiewicz,S-DEC,3
1117,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/event-details/49e7e05f902479ca,Olivier Aubin-Mercier,Evan Dunham,Lightweight,Olivier Aubin-Mercier,KO/TKOKnees,1
1118,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/event-details/49e7e05f902479ca,Ashlee Evans-Smith,Bec Rawlings,Women's Flyweight,Ashlee Evans-Smith,U-DEC,3
1119,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/event-details/49e7e05f902479ca,Devin Clark,Mike Rodriguez,Light Heavyweight,Devin Clark,U-DEC,3
1120,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,Alexander Volkov,Fabricio Werdum,Heavyweight,Alexander Volkov,KO/TKOPunch,4
1121,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,Jan Blachowicz,Jimi Manuwa,Light Heavyweight,Jan Blachowicz,U-DEC,3
1122,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,Tom Duquesnoy,Terrion Ware,Bantamweight,Tom Duquesnoy,U-DEC,3
1123,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,Leon Edwards,Peter Sobotta,Welterweight,Leon Edwards,KO/TKOPunch,3
1124,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,Charles Byrd,John Phillips,Middleweight,Charles Byrd,SUBRear Naked Choke,1
1125,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,Oliver Enkamp,Danny Roberts,Welterweight,Danny Roberts,KO/TKOPunch,1
1126,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,Hakeem Dawodu,Danny Henry,Featherweight,Danny Henry,SUBGuillotine Choke,1
1127,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,Magomed Ankalaev,Paul Craig,Light Heavyweight,Paul Craig,SUBTriangle Choke,3
1128,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,Stevie Ray,Kajan Johnson,Lightweight,Kajan Johnson,S-DEC,3
1129,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,Mark Godbeer,Dmitry Sosnovskiy,Heavyweight,Dmitry Sosnovskiy,SUBRear Naked Choke,2
1130,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Yana Kunitskaya,Cristiane Justino,Women's Featherweight,Cristiane Justino,KO/TKOPunches,1
1131,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Frankie Edgar,Brian Ortega,Featherweight,Brian Ortega,KO/TKOPunch,1
1132,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Andre Soukhamthath,Sean O'Malley,Bantamweight,Sean O'Malley,U-DEC,3
1133,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Stefan Struve,Andrei Arlovski,Heavyweight,Andrei Arlovski,U-DEC,3
1134,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Cat Zingano,Ketlen Vieira,Women's Bantamweight,Ketlen Vieira,S-DEC,3
1135,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Ashley Yoder,Mackenzie Dern,Women's Strawweight,Mackenzie Dern,S-DEC,3
1136,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Beneil Dariush,Alexander Hernandez,Lightweight,Alexander Hernandez,KO/TKOPunch,1
1137,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Pedro Munhoz,John Dodson,Bantamweight,John Dodson,S-DEC,3
1138,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Hector Lombard,CB Dollaway,Middleweight,CB Dollaway,DQ,1
1139,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Mike Pyle,Zak Ottow,Welterweight,Zak Ottow,KO/TKOPunches,1
1140,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Bryan Caraway,Cody Stamann,Bantamweight,Cody Stamann,S-DEC,3
1141,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,Adam Milstead,Jordan Johnson,Light Heavyweight,Jordan Johnson,S-DEC,3
1142,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Josh Emmett,Jeremy Stephens,Featherweight,Jeremy Stephens,KO/TKOPunch,2
1143,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Tecia Torres,Jessica Andrade,Women's Strawweight,Jessica Andrade,U-DEC,3
1144,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Ovince Saint Preux,Ilir Latifi,Light Heavyweight,Ilir Latifi,SUBGuillotine Choke,1
1145,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Mike Perry,Max Griffin,Welterweight,Max Griffin,U-DEC,3
1146,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Renan Barao,Brian Kelleher,Bantamweight,Brian Kelleher,U-DEC,3
1147,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Sara McMann,Marion Reneau,Women's Bantamweight,Marion Reneau,SUBTriangle Choke,2
1148,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Maryna Moroz,Angela Hill,Women's Strawweight,Angela Hill,U-DEC,3
1149,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Ben Saunders,Alan Jouban,Welterweight,Alan Jouban,KO/TKOPunch,2
1150,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Marcin Prachnio,Sam Alvey,Light Heavyweight,Sam Alvey,KO/TKOPunch,1
1151,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Rani Yahya,Russell Doane,Bantamweight,Rani Yahya,SUBArm Triangle,3
1152,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Alex Perez,Eric Shelton,Flyweight,Alex Perez,U-DEC,3
1153,UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,Manny Bermudez,Albert Morales,Bantamweight,Manny Bermudez,SUBGuillotine Choke,2
1154,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,Donald Cerrone,Yancy Medeiros,Welterweight,Donald Cerrone,KO/TKOPunch,1
1155,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,Derrick Lewis,Marcin Tybura,Heavyweight,Derrick Lewis,KO/TKOPunch,3
1156,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,James Vick,Francisco Trinaldo,Lightweight,James Vick,U-DEC,3
1157,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,Curtis Millender,Thiago Alves,Welterweight,Curtis Millender,KO/TKOKnee,2
1158,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,Brandon Davis,Steven Peterson,Featherweight,Brandon Davis,U-DEC,3
1159,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,Sage Northcutt,Thibault Gouti,Lightweight,Sage Northcutt,U-DEC,3
1160,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,Diego Ferreira,Jared Gordon,Lightweight,Diego Ferreira,KO/TKOPunch,1
1161,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,Geoff Neal,Brian Camozzi,Welterweight,Geoff Neal,SUBRear Naked Choke,1
1162,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,Robert Sanchez,Joby Sanchez,Flyweight,Robert Sanchez,SUBRear Naked Choke,1
1163,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,Lucie Pudilova,Sarah Moras,Women's Bantamweight,Lucie Pudilova,U-DEC,3
1164,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,Alex Morono,Joshua Burkman,Welterweight,Alex Morono,SUBGuillotine Choke,1
1165,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,Oskar Piechota,Tim Williams,Middleweight,Oskar Piechota,KO/TKOPunch,1
1166,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Yoel Romero,Luke Rockhold,Middleweight,Yoel Romero,KO/TKOPunch,3
1167,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Curtis Blaydes,Mark Hunt,Heavyweight,Curtis Blaydes,U-DEC,3
1168,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Tai Tuivasa,Cyril Asker,Heavyweight,Tai Tuivasa,KO/TKOElbow,1
1169,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Jake Matthews,Jingliang Li,Welterweight,Jake Matthews,U-DEC,3
1170,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Tyson Pedro,Saparbeg Safarov,Light Heavyweight,Tyson Pedro,SUBKimura,1
1171,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Dong Hyun Ma,Damien Brown,Lightweight,Dong Hyun Ma,S-DEC,3
1172,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Israel Adesanya,Rob Wilkinson,Middleweight,Israel Adesanya,KO/TKOPunches,2
1173,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Alexander Volkanovski,Jeremy Kennedy,Featherweight,Alexander Volkanovski,KO/TKOPunches,2
1174,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Jussier Formiga,Ben Nguyen,Flyweight,Jussier Formiga,SUBRear Naked Choke,3
1175,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Mizuto Hirota,Ross Pearson,Lightweight,Ross Pearson,U-DEC,3
1176,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Teruto Ishihara,Jose Quinonez,Bantamweight,Jose Quinonez,U-DEC,3
1177,UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,Daichi Abe,Luke Jumeau,Welterweight,Luke Jumeau,U-DEC,3
1178,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,Eryk Anders,Lyoto Machida,Middleweight,Lyoto Machida,S-DEC,5
1179,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,Priscila Cachoeira,Valentina Shevchenko,Women's Flyweight,Valentina Shevchenko,SUBRear Naked Choke,2
1180,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,Desmond Green,Michel Prazeres,Lightweight,Michel Prazeres,U-DEC,3
1181,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,Marcelo Golm,Timothy Johnson,Heavyweight,Timothy Johnson,U-DEC,3
1182,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,Marlon Vera,Douglas Silva de Andrade,Bantamweight,Douglas Silva de Andrade,U-DEC,3
1183,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,Anthony Smith,Thiago Santos,Middleweight,Thiago Santos,KO/TKOKick,2
1184,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,Tim Means,Sergio Moraes,Welterweight,Sergio Moraes,S-DEC,3
1185,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,Damir Hadzovic,Alan Patrick,Lightweight,Alan Patrick,U-DEC,3
1186,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,Maia Stevenson,Polyana Viana,Women's Strawweight,Polyana Viana,SUBRear Naked Choke,1
1187,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,Joe Soto,Iuri Alcantara,Bantamweight,Iuri Alcantara,KO/TKOPunches,1
1188,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,Joseph Morales,Deiveson Figueiredo,Flyweight,Deiveson Figueiredo,KO/TKOPunches,2
1189,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,Derek Brunson,Jacare Souza,Middleweight,Jacare Souza,KO/TKOKick,1
1190,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,Dennis Bermudez,Andre Fili,Featherweight,Andre Fili,S-DEC,3
1191,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,Jordan Rinaldi,Gregor Gillespie,Lightweight,Gregor Gillespie,KO/TKOPunches,1
1192,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,Frank Camacho,Drew Dober,Welterweight,Drew Dober,U-DEC,3
1193,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,Erik Koch,Bobby Green,Lightweight,Bobby Green,U-DEC,3
1194,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,Godofredo Pepey,Mirsad Bektic,Featherweight,Mirsad Bektic,KO/TKOPunch,1
1195,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,Mara Romero Borella,Katlyn Chookagian,Women's Flyweight,Katlyn Chookagian,U-DEC,3
1196,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,Juliana Lima,Randa Markos,Women's Strawweight,Randa Markos,U-DEC,3
1197,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,Justine Kish,Ji Yeon Kim,Women's Flyweight,Ji Yeon Kim,S-DEC,3
1198,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,Joaquim Silva,Vinc Pichel,Lightweight,Vinc Pichel,U-DEC,3
1199,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,George Sullivan,Niko Price,Welterweight,Niko Price,SUBRear Naked Choke,2
1200,UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,Austin Arnett,Cory Sandhagen,Featherweight,Cory Sandhagen,KO/TKOPunches,2
1201,UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,Stipe Miocic,Francis Ngannou,Heavyweight,Stipe Miocic,U-DEC,5
1202,UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,Daniel Cormier,Volkan Oezdemir,Light Heavyweight,Daniel Cormier,KO/TKOPunches,2
1203,UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,Calvin Kattar,Shane Burgos,Featherweight,Calvin Kattar,KO/TKOPunch,3
1204,UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,Gian Villante,Francimar Barroso,Light Heavyweight,Gian Villante,S-DEC,3
1205,UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,Rob Font,Thomas Almeida,Bantamweight,Rob Font,KO/TKOKick,2
1206,UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,Kyle Bochniak,Brandon Davis,Featherweight,Kyle Bochniak,U-DEC,3
1207,UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,Abdul Razak Alhassan,Sabah Homasi,Welterweight,Abdul Razak Alhassan,KO/TKOPunch,1
1208,UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,Dustin Ortiz,Alexandre Pantoja,Flyweight,Dustin Ortiz,U-DEC,3
1209,UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,Julio Arce,Dan Ige,Featherweight,Julio Arce,U-DEC,3
1210,UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,Enrique Barzola,Matt Bessette,Featherweight,Enrique Barzola,U-DEC,3
1211,UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,Islam Makhachev,Gleison Tibau,Lightweight,Islam Makhachev,KO/TKOPunch,1
1212,UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,Jeremy Stephens,Dooho Choi,Featherweight,Jeremy Stephens,KO/TKOPunch,2
1213,UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,Jessica-Rose Clark,Paige VanZant,Women's Flyweight,Jessica-Rose Clark,U-DEC,3
1214,UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,Kamaru Usman,Emil Meek,Welterweight,Kamaru Usman,U-DEC,3
1215,UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,Darren Elkins,Michael Johnson,Featherweight,Darren Elkins,SUBRear Naked Choke,2
1216,UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,James Krause,Alex White,Lightweight,James Krause,U-DEC,3
1217,UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,Marco Polo Reyes,Matt Frevola,Lightweight,Marco Polo Reyes,KO/TKOPunch,1
1218,UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,Irene Aldana,Talita Bernardo,Women's Bantamweight,Irene Aldana,U-DEC,3
1219,UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,Kyung Ho Kang,Guido Cannetti,Bantamweight,Kyung Ho Kang,SUBTriangle Choke,1
1220,UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,Jessica Eye,Kalindra Faria,Women's Flyweight,Jessica Eye,S-DEC,3
1221,UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,JJ Aldrich,Danielle Taylor,Women's Strawweight,JJ Aldrich,U-DEC,3
1222,UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,Mads Burnell,Mike Santiago,Featherweight,Mads Burnell,U-DEC,3
1223,UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,Cristiane Justino,Holly Holm,Women's Featherweight,Cristiane Justino,U-DEC,5
1224,UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,Khabib Nurmagomedov,Edson Barboza,Lightweight,Khabib Nurmagomedov,U-DEC,3
1225,UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,Marc Diakiese,Dan Hooker,Lightweight,Dan Hooker,SUBGuillotine Choke,3
1226,UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,Cynthia Calvillo,Carla Esparza,Women's Strawweight,Carla Esparza,U-DEC,3
1227,UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,Carlos Condit,Neil Magny,Welterweight,Neil Magny,U-DEC,3
1228,UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,Michal Oleksiejczuk,Khalil Rountree Jr.,Light Heavyweight,Khalil Rountree Jr.,U-DEC,3
1229,UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,Rick Glenn,Myles Jury,Featherweight,Myles Jury,U-DEC,3
1230,UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,Omari Akhmedov,Marvin Vettori,Middleweight,Marvin Vettori,M-DEC,3
1231,UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,Louis Smolka,Matheus Nicolau Pereira,Flyweight,Matheus Nicolau Pereira,U-DEC,3
1232,UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,Mark De La Rosa,Tim Elliott,Bantamweight,Tim Elliott,SUBAnaconda Choke,2
1233,UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,Robbie Lawler,Rafael Dos Anjos,Welterweight,Rafael Dos Anjos,U-DEC,5
1234,UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,Ricardo Lamas,Josh Emmett,Featherweight,Josh Emmett,KO/TKOPunch,1
1235,UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,Mike Perry,Santiago Ponzinibbio,Welterweight,Santiago Ponzinibbio,U-DEC,3
1236,UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,Misha Cirkunov,Glover Teixeira,Light Heavyweight,Glover Teixeira,KO/TKOPunches,1
1237,UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,Jared Cannonier,Jan Blachowicz,Light Heavyweight,Jan Blachowicz,U-DEC,3
1238,UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,Darren Stewart,Julian Marquez,Middleweight,Julian Marquez,SUBGuillotine Choke,2
1239,UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,Galore Bofando,Chad Laprise,Welterweight,Chad Laprise,KO/TKOPunches,1
1240,UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,Danny Roberts,Nordine Taleb,Welterweight,Nordine Taleb,KO/TKOKick,1
1241,UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,Abel Trujillo,John Makdessi,Lightweight,John Makdessi,U-DEC,3
1242,UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,Oluwale Bamgbose,Alessio Di Chirico,Middleweight,Alessio Di Chirico,KO/TKOKnee,2
1243,UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,Erick Silva,Jordan Mein,Welterweight,Jordan Mein,U-DEC,3
1244,UFC Fight Night: Swanson vs. Ortega,http://ufcstats.com/event-details/bcd124bcd3d5be46,Cub Swanson,Brian Ortega,Featherweight,Brian Ortega,SUBGuillotine Choke,2
1245,UFC Fight Night: Swanson vs. Ortega,http://ufcstats.com/event-details/bcd124bcd3d5be46,Jason Knight,Gabriel Benitez,Featherweight,Gabriel Benitez,U-DEC,3
1246,UFC Fight Night: Swanson vs. Ortega,http://ufcstats.com/event-details/bcd124bcd3d5be46,Aljamain Sterling,Marlon Moraes,Bantamweight,Marlon Moraes,KO/TKOKnee,1
1247,UFC Fight Night: Swanson vs. Ortega,http://ufcstats.com/event-details/bcd124bcd3d5be46,Darrell Horcher,Scott Holtzman,Lightweight,Scott Holtzman,U-DEC,3
1248,UFC Fight Night: Swanson vs. Ortega,http://ufcstats.com/event-details/bcd124bcd3d5be46,Markus Perez,Eryk Anders,Middleweight,Eryk Anders,U-DEC,3
1249,UFC Fight Night: Swanson vs. Ortega,http://ufcstats.com/event-details/bcd124bcd3d5be46,Albert Morales,Benito Lopez,Bantamweight,Benito Lopez,U-DEC,3
1250,UFC Fight Night: Swanson vs. Ortega,http://ufcstats.com/event-details/bcd124bcd3d5be46,Liz Carmouche,Alexis Davis,Women's Flyweight,Alexis Davis,S-DEC,3
1251,UFC Fight Night: Swanson vs. Ortega,http://ufcstats.com/event-details/bcd124bcd3d5be46,Andre Soukhamthath,Luke Sanders,Bantamweight,Andre Soukhamthath,KO/TKOPunches,2
