,first_name,last_name,nick_name,height,weight,reach,stance,wins,losses,draws,fighter_url
1200,Clay,Harvison,Bushwacker,"6' 1""",170 lbs.,"74.0""",,9,3,0,http://ufcstats.com/fighter-details/83a477a7dba1ca58
1201,Hidehiko,Hasegawa,,"5' 9""",170 lbs.,--,,19,15,6,http://ufcstats.com/fighter-details/2a2eeee20ef049cf
1202,Chris,Haseman,The Hammer,"5' 11""",205 lbs.,--,Orthodox,20,16,0,http://ufcstats.com/fighter-details/5bd533d50c8e7b8a
1203,Takayo,Hashi,,"5' 4""",135 lbs.,--,Orthodox,13,4,1,http://ufcstats.com/fighter-details/ae4343d29c68e9d0
1204,Tomohiko,Hashimoto,,"6' 0""",250 lbs.,--,Orthodox,1,4,0,http://ufcstats.com/fighter-details/a890f9a791ed615d
1205,Justin,Haskins,,"5' 10""",170 lbs.,--,Orthodox,7,6,0,http://ufcstats.com/fighter-details/77940e45bc86208e
1206,Hayder,Hassan,Hulk,"5' 10""",170 lbs.,"70.0""",,6,3,0,http://ufcstats.com/fighter-details/cf615eb4b7862c76
1207,Daiki,Hata,DJ Taiki,"5' 6""",139 lbs.,--,Orthodox,11,9,4,http://ufcstats.com/fighter-details/c76ceda100ac0fad
1208,John,Hathaway,The Hitman,"6' 1""",170 lbs.,"75.0""",Orthodox,17,2,0,http://ufcstats.com/fighter-details/28f3c2258a1d8874
1209,Phil,Hawes,Megatron,"6' 1""",185 lbs.,"70.0""",Orthodox,4,1,0,http://ufcstats.com/fighter-details/547afe1017e72dbe
1210,Justin,Hawes,The Hawk,"5' 11""",205 lbs.,--,,7,8,0,http://ufcstats.com/fighter-details/5c7fc58e782b6842
1211,Chris,Hawk,,"6' 1""",205 lbs.,--,,4,8,0,http://ufcstats.com/fighter-details/9460c867aae1987e
1212,Del,Hawkins,The Filipino Delight,"5' 5""",135 lbs.,--,Orthodox,22,15,0,http://ufcstats.com/fighter-details/885e7f70dcac0007
1213,Tommy,Hayden,Wild Card,"5' 9""",145 lbs.,"72.0""",Southpaw,8,2,0,http://ufcstats.com/fighter-details/0871254cd790c250
1214,Mike,Hayes,,"6' 4""",230 lbs.,--,Orthodox,16,4,1,http://ufcstats.com/fighter-details/0cfbbfa0ba6d9855
1215,Ryan,Hayes,,--,--,--,,2,2,0,http://ufcstats.com/fighter-details/a620638435de0628
1216,Gerric,Hayes,,"5' 10""",--,--,,7,8,0,http://ufcstats.com/fighter-details/7d6a3546c988cdc0
1217,Josh,Haynes,Bring the Pain,"5' 9""",170 lbs.,--,Orthodox,14,11,0,http://ufcstats.com/fighter-details/6ef58dabef8beb15
1218,Dustin,Hazelett,McLovin,"6' 1""",170 lbs.,"76.0""",Orthodox,12,7,0,http://ufcstats.com/fighter-details/a149d6bc670cdb60
1219,James,Head,,"6' 1""",170 lbs.,"73.0""",Orthodox,9,4,0,http://ufcstats.com/fighter-details/19a8cce18a1cef9e
1220,Pat,Healy,Bam Bam,"6' 0""",155 lbs.,"74.0""",Orthodox,31,19,0,http://ufcstats.com/fighter-details/50d2f0018bcf9eef
1221,Ryan,Healy,The Irish Assassin,"6' 1""",155 lbs.,--,Orthodox,19,9,1,http://ufcstats.com/fighter-details/f3eb664db7fb1df3
1222,Spencer,Hearns,,"5' 11""",185 lbs.,--,,1,0,0,http://ufcstats.com/fighter-details/d85cf12439945941
1223,David,Heath,,"5' 11""",205 lbs.,"72.0""",Orthodox,16,7,0,http://ufcstats.com/fighter-details/4f95f74620a6b7a4
1224,Chris,Heatherly,Stump,"5' 9""",155 lbs.,"68.0""",Orthodox,9,3,0,http://ufcstats.com/fighter-details/bad8be5827ea1bf1
1225,Jake,Hecht,Hitman,"6' 0""",170 lbs.,"76.0""",Orthodox,11,4,0,http://ufcstats.com/fighter-details/e57fdbea1b828202
1226,Nick,Hein,Sergeant,"5' 6""",155 lbs.,"66.0""",Southpaw,14,5,0,http://ufcstats.com/fighter-details/2816ced060a21be3
1227,Ian,Heinisch,The Hurricane,"5' 11""",185 lbs.,"72.0""",Orthodox,13,2,0,http://ufcstats.com/fighter-details/2e585c701f72fe55
1228,Marcin,Held,,"5' 9""",155 lbs.,"71.0""",Orthodox,23,7,0,http://ufcstats.com/fighter-details/bf43fed8f29e1671
1229,Delson,Heleno,Pe De Chumbo,"5' 11""",185 lbs.,--,Orthodox,23,7,0,http://ufcstats.com/fighter-details/970beed85bc46b63
1230,Matt,Helm,,--,155 lbs.,--,,1,1,0,http://ufcstats.com/fighter-details/cacfd51b8e97ace0
1231,Elisha,Helsper,Knuckles,"5' 6""",135 lbs.,--,Orthodox,0,2,0,http://ufcstats.com/fighter-details/0971be7d94e109e1
1232,Dan,Henderson,Hendo,"5' 11""",185 lbs.,"74.0""",Orthodox,32,15,0,http://ufcstats.com/fighter-details/1ccf4e7caff270df
1233,Benson,Henderson,Smooth,"5' 9""",170 lbs.,"70.0""",Southpaw,23,5,0,http://ufcstats.com/fighter-details/2676b28836a5a836
1234,Ron,Henderson,,"5' 10""",125 lbs.,--,,4,3,0,http://ufcstats.com/fighter-details/498f0d066396ec59
1235,Josh,Hendricks,,"6' 2""",235 lbs.,--,Southpaw,18,7,0,http://ufcstats.com/fighter-details/7649c4c95b824488
1236,Johny,Hendricks,Bigg Rigg,"5' 9""",185 lbs.,"69.0""",Southpaw,18,8,0,http://ufcstats.com/fighter-details/0941df56f6ac954b
1237,Cory,Hendricks,,"6' 3""",205 lbs.,--,,3,1,0,http://ufcstats.com/fighter-details/9ab9912e0f8fa6d6
1238,Luis,Henrique,KLB,"6' 2""",243 lbs.,"74.0""",Orthodox,10,5,0,http://ufcstats.com/fighter-details/e5bda12faabfc850
1239,Paulo,Costa,The Eraser,"6' 1""",185 lbs.,"72.0""",,13,0,0,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
1240,Diego,Henrique da Silva,Gaucho,"6' 2""",185 lbs.,--,Orthodox,8,4,0,http://ufcstats.com/fighter-details/1649770c649db6a5
1241,Danny,Henry,The Hatchet,"6' 0""",145 lbs.,"73.0""",Orthodox,12,3,0,http://ufcstats.com/fighter-details/f7d73e452b064bf2
1242,TJ,Hepburn,The Carnivore,"5' 7""",155 lbs.,--,,4,2,0,http://ufcstats.com/fighter-details/e1acbb6352ca3551
1243,Ed,Herman,Short Fuse,"6' 1""",205 lbs.,"77.0""",Orthodox,25,14,0,http://ufcstats.com/fighter-details/06f36cf4bd97ec77
1244,Dave,Herman,,"6' 4""",242 lbs.,"76.0""",Orthodox,21,6,0,http://ufcstats.com/fighter-details/cbd6f1abf955e628
1245,Jack,Hermansson,The Joker,"6' 1""",185 lbs.,"77.0""",Orthodox,20,4,0,http://ufcstats.com/fighter-details/0a1942069c9ad6b6
1246,Noe,Hernandez,,--,--,--,Orthodox,5,5,0,http://ufcstats.com/fighter-details/df2cf66d8c0123db
1247,Joe,Hernandez,,--,--,--,,0,1,0,http://ufcstats.com/fighter-details/4a76daef28549957
1248,Junior,Hernandez,Hot Handed,"5' 9""",135 lbs.,"69.0""",Orthodox,14,6,0,http://ufcstats.com/fighter-details/915c8d39d4a0e7d1
1249,Alexander,Hernandez,The Great,"5' 9""",155 lbs.,"72.0""",Orthodox,11,2,0,http://ufcstats.com/fighter-details/262a7d06203657e6
1250,Anthony,Hernandez,Fluffy,"6' 0""",185 lbs.,"75.0""",Orthodox,7,1,0,http://ufcstats.com/fighter-details/093e1f5bb73850be
1251,Nohelin,Hernandez,Suave,"5' 10""",135 lbs.,"71.0""",Orthodox,10,3,0,http://ufcstats.com/fighter-details/f97c5433c77522d3
1252,Paul,Herrera,The Bone Crusher,"5' 10""",185 lbs.,--,Orthodox,1,1,0,http://ufcstats.com/fighter-details/440c9dbab63528fb
1253,Chris,Herrera,The Crusher,"5' 10""",185 lbs.,--,,3,2,1,http://ufcstats.com/fighter-details/f71028a6e5128856
1254,Geane,Herrera,The Revolutionary,"5' 5""",125 lbs.,"66.0""",Orthodox,9,3,0,http://ufcstats.com/fighter-details/c169545ab0825f44
1255,Alvaro,Herrera,Chango,"6' 0""",155 lbs.,"74.0""",,9,6,0,http://ufcstats.com/fighter-details/74d35fbc9c6a61bd
1256,Felice,Herrig,Lil Bulldog,"5' 4""",115 lbs.,"65.0""",Orthodox,14,8,0,http://ufcstats.com/fighter-details/b6850671a008bf9a
1257,Heath,Herring,The Texas Crazy Horse,"6' 4""",250 lbs.,"78.0""",Orthodox,28,14,0,http://ufcstats.com/fighter-details/7450525c7ba032a0
1258,Jon,Hess,,"6' 7""",295 lbs.,--,,1,1,0,http://ufcstats.com/fighter-details/32a3025d5db456ae
1259,Clint,Hester,Headbussa,"6' 2""",205 lbs.,"77.0""",Orthodox,11,6,0,http://ufcstats.com/fighter-details/92b62174c175ce19
1260,Brandon,Hester,The Beast,"6' 1""",205 lbs.,--,,3,0,0,http://ufcstats.com/fighter-details/13150cf89a5b81e0
1261,Jimy,Hettes,The Kid,"5' 9""",145 lbs.,"71.0""",Southpaw,11,3,0,http://ufcstats.com/fighter-details/893d51aaf024eddd
1262,Conor,Heun,Hurricane,"5' 10""",155 lbs.,--,Orthodox,9,4,0,http://ufcstats.com/fighter-details/fdb02029556ff4ed
1263,Marcus,Hicks,The Wrecking Ball,"5' 6""",155 lbs.,"64.0""",Southpaw,9,3,0,http://ufcstats.com/fighter-details/e69c5ce12f4e762b
1264,Jay,Hieron,The Thoroughbred,"6' 0""",170 lbs.,"75.0""",Orthodox,23,7,0,http://ufcstats.com/fighter-details/5bb0a618ad03ac64
1265,Lee,Higgins,,--,155 lbs.,--,,2,1,0,http://ufcstats.com/fighter-details/88432fe79d5091d9
1266,Jason,High,The Kansas City Bandit,"5' 8""",155 lbs.,"71.0""",Southpaw,19,5,0,http://ufcstats.com/fighter-details/e5d03e4d966126bd
1267,Richie,Hightower,The Dirty Samurai,"5' 8""",170 lbs.,--,Orthodox,8,4,0,http://ufcstats.com/fighter-details/318e629d1eb7aa49
1268,Alex,Higley,,"5' 10""",145 lbs.,--,,4,3,0,http://ufcstats.com/fighter-details/2af2d675f7d847e3
1269,Corey,Hill,,"6' 4""",155 lbs.,"80.0""",Orthodox,4,4,0,http://ufcstats.com/fighter-details/abbc737317f66b81
1270,Isaiah,Hill,,"5' 10""",155 lbs.,--,,5,7,1,http://ufcstats.com/fighter-details/86b30a86664cb6e4
1271,Angela,Hill,Overkill,"5' 3""",115 lbs.,"64.0""",Orthodox,9,7,0,http://ufcstats.com/fighter-details/f0feeb2192937424
1272,Tyler,Hill,Zombie,"6' 3""",170 lbs.,"78.0""",Switch,8,1,0,http://ufcstats.com/fighter-details/006efbb0c1621fd7
1273,Jamahal,Hill,Sweet Dreams,"6' 4""",205 lbs.,"79.0""",Southpaw,5,0,0,http://ufcstats.com/fighter-details/5444c5a201d3ee5a
1274,Kailan,Hill,,"6' 1""",185 lbs.,--,,4,0,0,http://ufcstats.com/fighter-details/bc7efc037c5f6550
1275,Branden Lee,Hinkle,The Iron Lion,"6' 3""",235 lbs.,--,Orthodox,15,11,0,http://ufcstats.com/fighter-details/06f0ffa6446c5b6d
1276,Hatsu,Hioki,,"5' 11""",145 lbs.,"70.0""",Orthodox,27,9,2,http://ufcstats.com/fighter-details/ef7fa30364cbe7f2
1277,Alan,Hiro,Yamaniha,"5' 5""",135 lbs.,--,Orthodox,11,4,4,http://ufcstats.com/fighter-details/483b3170b3c05cf0
1278,Kuniyoshi,Hironaka,,"5' 10""",168 lbs.,"70.0""",Orthodox,19,8,0,http://ufcstats.com/fighter-details/9d4522df6fc49a47
1279,Mizuto,Hirota,Pugnus,"5' 7""",155 lbs.,"67.0""",Orthodox,19,10,2,http://ufcstats.com/fighter-details/35faad160d346839
1280,Yuji,Hisamatsu,,"5' 10""",185 lbs.,--,,15,19,6,http://ufcstats.com/fighter-details/8332a607df696345
1281,Kwan,Ho Kwak,,"5' 5""",135 lbs.,"70.0""",Switch,9,2,0,http://ufcstats.com/fighter-details/c13042265355a290
1282,Matt,Hobar,The Crowbar,"5' 10""",135 lbs.,"70.0""",Southpaw,9,3,0,http://ufcstats.com/fighter-details/b57edace7b647f07
1283,Bobby,Hoffman,The Truth,"6' 2""",245 lbs.,--,Orthodox,36,10,1,http://ufcstats.com/fighter-details/afaad7d6a581e307
1284,Sam,Hoger,The Alaskan Assassin,"6' 2""",205 lbs.,--,Orthodox,10,4,0,http://ufcstats.com/fighter-details/84a067c46306a737
1285,Andrew,Holbrook,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,3,0,http://ufcstats.com/fighter-details/66ab58d0b3783607
1286,Sean,Holden,,"5' 10""",170 lbs.,--,,5,2,0,http://ufcstats.com/fighter-details/acbb9c76f5894e36
1287,Chris,Holdsworth,Holds it Down,"5' 11""",135 lbs.,"71.0""",,7,0,0,http://ufcstats.com/fighter-details/fc60ecf0671b9489
1288,Kevin,Holland,Trailblazer,"6' 3""",185 lbs.,"81.0""",Orthodox,16,4,0,http://ufcstats.com/fighter-details/3a46b268013afede
1289,Roger,Hollett,The Hulk,"5' 11""",205 lbs.,"70.0""",Orthodox,13,5,0,http://ufcstats.com/fighter-details/27d65e9d0fba61ea
1290,Max,Holloway,Blessed,"5' 11""",145 lbs.,"69.0""",Orthodox,21,4,0,http://ufcstats.com/fighter-details/150ff4cc642270b9
1291,Gabrielle,Holloway,Gabanator,"5' 3""",145 lbs.,--,,6,5,0,http://ufcstats.com/fighter-details/e30715382f42b772
1292,Jeremie,Holloway,Hit Em,"6' 0""",170 lbs.,--,,8,3,0,http://ufcstats.com/fighter-details/ee28aa7f1043756c
1293,Holly,Holm,The Preacher's Daughter,"5' 8""",135 lbs.,"69.0""",Southpaw,12,5,0,http://ufcstats.com/fighter-details/634e2fb70bde3fd5
1294,Rex,Holman,Big Dog,"6' 3""",205 lbs.,--,Southpaw,4,2,0,http://ufcstats.com/fighter-details/b5ea750025697880
1295,Kurt,Holobaugh,,"5' 11""",155 lbs.,"70.0""",Orthodox,17,7,0,http://ufcstats.com/fighter-details/a7151778b3381036
1296,Paddy,Holohan,The Hooligan,"5' 10""",125 lbs.,"69.0""",Orthodox,12,2,1,http://ufcstats.com/fighter-details/6e7c758f5cdec01a
1297,Ben,Holscher,The Teacher,"5' 11""",155 lbs.,--,,4,0,0,http://ufcstats.com/fighter-details/6070f16bcfd89fcf
1298,Mark,Holst,Boots,"6' 0""",155 lbs.,--,Orthodox,9,3,0,http://ufcstats.com/fighter-details/c11f50e9c1513ce9
1299,Scott,Holtzman,Hot Sauce,"5' 9""",155 lbs.,"69.0""",Orthodox,13,3,0,http://ufcstats.com/fighter-details/df1eb4354d18a906
1300,Sabah,Homasi,The Problem,"6' 0""",170 lbs.,"72.0""",Orthodox,11,8,0,http://ufcstats.com/fighter-details/71f048adbfed5b49
1301,Mark,Hominick,The Machine,"5' 8""",145 lbs.,"68.0""",Orthodox,20,12,0,http://ufcstats.com/fighter-details/0a97691039c4bbfb
1302,Barb,Honchak,Little Warrior,"5' 4""",125 lbs.,"65.0""",,10,5,0,http://ufcstats.com/fighter-details/472f6f6e6d962f40
1303,Chris,Honeycutt,The Cutt,"5' 10""",170 lbs.,--,,9,1,0,http://ufcstats.com/fighter-details/4d2e3320d815f687
1304,Satoshi,Honma,,"6' 1""",205 lbs.,--,Orthodox,4,6,3,http://ufcstats.com/fighter-details/d2b1c1317a39f6c6
1305,David,Hood,,"6' 0""",200 lbs.,--,,1,3,0,http://ufcstats.com/fighter-details/5af480a3b2e1726b
1306,Lorenzo,Hood,The Samoan Silverback,"6' 3""",265 lbs.,--,,9,4,0,http://ufcstats.com/fighter-details/7f9abc4db2d05764
1307,Dan,Hooker,The Hangman,"6' 0""",155 lbs.,"75.0""",Switch,19,8,0,http://ufcstats.com/fighter-details/193b9d1858bc4df3
1308,Chase,Hooper,The Teenage Dream,"6' 1""",145 lbs.,--,Southpaw,5,0,0,http://ufcstats.com/fighter-details/971246648e162f0d
1309,Darrell,Horcher,The Saint,"5' 10""",155 lbs.,"70.0""",Southpaw,13,4,0,http://ufcstats.com/fighter-details/18e8b7070228e728
1310,Moti,Horenstein,,"6' 4""",230 lbs.,--,Orthodox,1,6,0,http://ufcstats.com/fighter-details/baf942f4bcb09894
1311,Yoshinori,Horie,Rising Star,"5' 8""",145 lbs.,"70.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/3fa7688bfe48a493
1312,Kyoji,Horiguchi,,"5' 5""",125 lbs.,"66.0""",Orthodox,18,2,0,http://ufcstats.com/fighter-details/98aa60cf58071fd6
1313,Jeremy,Horn,Gumby,"6' 1""",185 lbs.,"74.0""",Orthodox,88,21,5,http://ufcstats.com/fighter-details/8d26912cd2aeb366
1314,Matt,Horning,Horndog,"5' 4""",125 lbs.,--,,20,25,0,http://ufcstats.com/fighter-details/21632ba272c0785a
1315,Chris,Horodecki,The Polish Hammer,"5' 9""",155 lbs.,"69.0""",Orthodox,18,3,1,http://ufcstats.com/fighter-details/e29cf523ebd155c5
1316,Matt,Horwich,Suave,"6' 1""",185 lbs.,--,Orthodox,26,19,1,http://ufcstats.com/fighter-details/049d698d773eb3e1
1317,John,Hosman,,"5' 10""",135 lbs.,--,Southpaw,18,8,1,http://ufcstats.com/fighter-details/57591bbf1623574e
1318,Saeed,Hosseini,,--,--,--,,0,1,0,http://ufcstats.com/fighter-details/21f2974fd08085e3
